Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Alicja Małaszek,11,1,B,,,
Alicja Małaszek,11,2,A,,,
Alicja Małaszek,11,3,B,,,
Alicja Małaszek,11,4B,B,,,
Alicja Małaszek,11,5B,C,,,
Alicja Małaszek,11,6B,3,,,
Alicja Małaszek,11,7B,A,,,
Alicja Małaszek,11,8B,D,,,
Alicja Małaszek,11,9B,I,,"Nie, nic nie spowodowało, taki poziom się utrzymuje",
Alicja Małaszek,11,10B,C,,,
Alicja Małaszek,11,11B,D,,,
Alicja Małaszek,11,12B,M,,,
Alicja Małaszek,11,13B,"A,D,E,F",,,
Alicja Małaszek,11,14B,,,"Selekcja kupowanych produktów, na początku to co jest najbardziej potrzebne, a później dodatkowe rzeczy",
Alicja Małaszek,11,15B,"A, E",,,
Alicja Małaszek,11,16B,,,"Trochę przyniosły poprawę, ale wszystko jest bardzo drogie",
Alicja Małaszek,11,17B,A,,Ocena pozytywna,
Alicja Małaszek,11,17B,B,,Nie korzyształam/łem,
Alicja Małaszek,11,17B,C,,Nie korzyształam/łem,
Alicja Małaszek,11,17B,D,,Nie korzyształam/łem,
Alicja Małaszek,11,17B,E,,Nie korzyształam/łem,
Alicja Małaszek,11,17B,F,,Nie korzyształam/łem,
Alicja Małaszek,11,17B,G,,Nie korzyształam/łem,
Alicja Małaszek,11,17B,H,,Nie korzyształam/łem,
Alicja Małaszek,11,17B,I,,Nie korzyształam/łem,
Alicja Małaszek,11,17B,J,,Nie korzyształam/łem,
Alicja Małaszek,11,17B,K,,Nie korzyształam/łem,
Alicja Małaszek,11,17B,L,,Nie korzyształam/łem,
Alicja Małaszek,11,18B,,,"Respondent chce pracować, jest możliwość pójścia do pracy, ale są znaczne ograniczenia ze względu na wiek",
Alicja Małaszek,11,19B,"C,D",,,
Alicja Małaszek,11,19A,A,,,
Alicja Małaszek,11,20B,C,,,
Alicja Małaszek,11,21B,,,Przede wszystkim obniżyć ceny podstawowych produktów,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,ALICJA MAŁASZEK,,,
