Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Alicja Małaszek,20,1,A,,,
Alicja Małaszek,20,2,A,,,
Alicja Małaszek,20,3,B,,,
Alicja Małaszek,20,4B,B,,,
Alicja Małaszek,20,5B,B,,,
Alicja Małaszek,20,6B,4,,,
Alicja Małaszek,20,7B,B,,LICZBA OSÓB PONIŻEJ 18 ROKU ŻYCIA 2,
Alicja Małaszek,20,8B,B,,,
Alicja Małaszek,20,9B,A,,,
Alicja Małaszek,20,10B,A,,,
Alicja Małaszek,20,11B,A,,,
Alicja Małaszek,20,12B,G,,,
Alicja Małaszek,20,13B,"A,C,E,F,J",,,
Alicja Małaszek,20,14B,,,"Respondentka musi selekcjonować, któRe potrzeby w danym miesiącu zrealizować. Nie może zapewnić dzieciom takich dodatkowych zajęć i atrakcji jakie by chciała",
Alicja Małaszek,20,15B,"A,E",,,
Alicja Małaszek,20,16B,,,Ponieważ wynagrodzenia nie rosną współmiernie do wzrostu cen artykułów spożywczych i innych usług,
Alicja Małaszek,20,17B,A,,Ocena pozytywna,
Alicja Małaszek,20,17B,B,,Nie korzyształam/łem,
Alicja Małaszek,20,17B,C,,Nie korzyształam/łem,
Alicja Małaszek,20,17B,D,,Nie korzyształam/łem,
Alicja Małaszek,20,17B,E,,Ocena pozytywna,
Alicja Małaszek,20,17B,F,,Nie korzyształam/łem,
Alicja Małaszek,20,17B,G,,Ocena pozytywna,
Alicja Małaszek,20,17B,H,,Nie korzyształam/łem,
Alicja Małaszek,20,17B,I,,Nie korzyształam/łem,
Alicja Małaszek,20,17B,J,,Ocena pozytywna,
Alicja Małaszek,20,17B,K,,Nie korzyształam/łem,
Alicja Małaszek,20,17B,L,,Nie korzyształam/łem,
Alicja Małaszek,20,18B,,,"Lepiej płatna praca, dodatkowa pomc ",
Alicja Małaszek,20,19B,A,,,
Alicja Małaszek,20,19A,A,,,
Alicja Małaszek,20,20B,C,,,
Alicja Małaszek,20,21B,,,"Proponuję, żeby szukali informacji o możliwym wsparciu",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,ALICJA MAŁASZEK,,,
