Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Alicja Małaszek,07,1,B,,,
Alicja Małaszek,07,2,A,,,
Alicja Małaszek,07,3,A,,,
Alicja Małaszek,07,4A,B,,,
Alicja Małaszek,07,5A,C,,,
Alicja Małaszek,07,6A,A,,,
Alicja Małaszek,07,7A,H,,Konieczność płacenia alimentów,
Alicja Małaszek,07,8A,A,,,
Alicja Małaszek,07,9A,B,,,
Alicja Małaszek,07,10A,H,,,
Alicja Małaszek,07,11A,"D,E",,,
Alicja Małaszek,07,12A,,,"Ciężko wyjść z długów, zwłaszcza z alimentów",
Alicja Małaszek,07,13A,A,,,
Alicja Małaszek,07,14A,,,"Respondent pracy poszukuje od niedawna, był zwodzony, obiecywano pracę a ostatecznie stanęło na niczym",
Alicja Małaszek,07,15A,A,,Ocena pozytywna,
Alicja Małaszek,07,15A,B,,Nie korzystałam/łem,
Alicja Małaszek,07,15A,C,,Nie korzystałam/łem,
Alicja Małaszek,07,15A,D,,Nie korzystałam/łem,
Alicja Małaszek,07,15A,E,,Nie korzystałam/łem,
Alicja Małaszek,07,15A,F,,Nie korzystałam/łem,
Alicja Małaszek,07,15A,G,,Ocena pozytywna,
Alicja Małaszek,07,15A,H,,Nie korzystałam/łem,
Alicja Małaszek,07,15A,I,,Nie korzystałam/łem,
Alicja Małaszek,07,15A,J,,Nie korzystałam/łem,
Alicja Małaszek,07,15A,K,,Nie korzystałam/łem,
Alicja Małaszek,07,15A,L,,Nie korzystałam/łem,
Alicja Małaszek,07,16A,,,Zmiana pracy,
Alicja Małaszek,07,17A,G,,Nie,
Alicja Małaszek,07,18A,B,,,
Alicja Małaszek,07,19A,A,,,
Alicja Małaszek,07,20A,,,Nie nic nie mam do dodania,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,ALICJA MAŁASZEK,,,
