Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Alicja Małaszek,15,1,A,,,
Alicja Małaszek,15,2,A,,,
Alicja Małaszek,15,3,B,,,
Alicja Małaszek,15,4B,B,,,
Alicja Małaszek,15,5B,B,,,
Alicja Małaszek,15,6B,3,,,
Alicja Małaszek,15,7B,B,,LICZBA OSÓB PONIŻEJ 18 ROKU ŻYCIA 1,
Alicja Małaszek,15,8B,E,,,
Alicja Małaszek,15,9B,B,,,
Alicja Małaszek,15,10B,D,,,
Alicja Małaszek,15,11B,B,,,
Alicja Małaszek,15,12B,M,,,
Alicja Małaszek,15,13B,"C,D,E",,,
Alicja Małaszek,15,14B,,,"Choroba, która uniemożliwia pracę",
Alicja Małaszek,15,15B,E,,,
Alicja Małaszek,15,16B,,,"Pogorszający się stan zdrowia, przybywa chorób.",
Alicja Małaszek,15,17B,A,,Trudno powiedzieć,
Alicja Małaszek,15,17B,B,,Ocena pozytywna,
Alicja Małaszek,15,17B,C,,Nie korzyształam/łem,
Alicja Małaszek,15,17B,D,,Nie korzyształam/łem,
Alicja Małaszek,15,17B,E,,Trudno powiedzieć,
Alicja Małaszek,15,17B,F,,Nie korzyształam/łem,
Alicja Małaszek,15,17B,G,,Trudno powiedzieć,
Alicja Małaszek,15,17B,H,,Nie korzyształam/łem,
Alicja Małaszek,15,17B,I,,Nie korzyształam/łem,
Alicja Małaszek,15,17B,J,,Nie korzyształam/łem,
Alicja Małaszek,15,17B,K,,Nie korzyształam/łem,
Alicja Małaszek,15,17B,L,,Nie korzyształam/łem,
Alicja Małaszek,15,18B,,,Gdyby przyznali respondentce grupę inwalidzką to zawsze było by parę groszy więcej,
Alicja Małaszek,15,19B,D,,,
Alicja Małaszek,15,19A,A,,,
Alicja Małaszek,15,20B,C,,,
Alicja Małaszek,15,21B,,,"Nic, żeby nie wstydzili się i poszli po wsparcie",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,ALICJA MAŁASZEK,,,
