Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Alicja Małaszek,13,1,A,,,
Alicja Małaszek,13,2,A,,,
Alicja Małaszek,13,3,B,,,
Alicja Małaszek,13,4B,B,,,
Alicja Małaszek,13,5B,B,,,
Alicja Małaszek,13,6B,4,,,
Alicja Małaszek,13,7B,B 2,,LICZBA OSÓB PONIŻEJ 18 ROKU ŻYCIA 2,
Alicja Małaszek,13,8B,B,,,
Alicja Małaszek,13,9B,C,,,
Alicja Małaszek,13,10B,D,,,
Alicja Małaszek,13,11B,A,,,
Alicja Małaszek,13,12B,H,,,
Alicja Małaszek,13,13B,"A,C",,,
Alicja Małaszek,13,14B,,,"Wszystko podrożało, więcej trzeba płacić za te same produkty, to zwiększa podstawowe koszty.",
Alicja Małaszek,13,15B,"E, H",,Respondentka mobilizuje męża do pracy,
Alicja Małaszek,13,16B,,,Bo wszystko drożeje,
Alicja Małaszek,13,17B,A,,Ocena pozytywna,
Alicja Małaszek,13,17B,B,,Ocena pozytywna,
Alicja Małaszek,13,17B,C,,Nie korzyształam/łem,
Alicja Małaszek,13,17B,D,,Ocena pozytywna,
Alicja Małaszek,13,17B,E,,Ocena pozytywna,
Alicja Małaszek,13,17B,F,,Nie korzyształam/łem,
Alicja Małaszek,13,17B,G,,Ocena pozytywna,
Alicja Małaszek,13,17B,H,,Nie korzyształam/łem,
Alicja Małaszek,13,17B,I,,Nie korzyształam/łem,
Alicja Małaszek,13,17B,J,,Nie korzyształam/łem,
Alicja Małaszek,13,17B,K,,Ocena pozytywna,
Alicja Małaszek,13,17B,L,,Nie korzyształam/łem,
Alicja Małaszek,13,18B,,,Polepszenie stanu zdrowia,
Alicja Małaszek,13,19B,G,,Nie znam takich osób,
Alicja Małaszek,13,19A,D,,,
Alicja Małaszek,13,20B,C,,,
Alicja Małaszek,13,21B,,,Dbać o zdrowie,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,ALICJA MAŁASZEK,,,
