Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Alicja Małaszek,12,1,B,,,
Alicja Małaszek,12,2,A,,,
Alicja Małaszek,12,3,A,,,
Alicja Małaszek,12,4A,B,,,
Alicja Małaszek,12,5A,A,,,
Alicja Małaszek,12,6A,E,,,
Alicja Małaszek,12,7A,C,,,
Alicja Małaszek,12,8A,D,,Renta socjalna,
Alicja Małaszek,12,9A,C,,,
Alicja Małaszek,12,10A,M,,,
Alicja Małaszek,12,11A,"A,C,D,F",,,
Alicja Małaszek,12,12A,,,Wszystkie potrzeby trzeba dzielić na te ważniejsze. Zakaz pracy. Respondent musi podjęć leczenie.,
Alicja Małaszek,12,13A,E,,,
Alicja Małaszek,12,14A,,,Nic się nie poprawiło ze względu na stan zdrowia,
Alicja Małaszek,12,15A,A,,Ocena pozytywna,
Alicja Małaszek,12,15A,B,,Nie korzystałam/łem,
Alicja Małaszek,12,15A,C,,Nie korzystałam/łem,
Alicja Małaszek,12,15A,D,,Nie korzystałam/łem,
Alicja Małaszek,12,15A,E,,Ocena pozytywna,
Alicja Małaszek,12,15A,F,,Nie korzystałam/łem,
Alicja Małaszek,12,15A,G,,Ocena pozytywna,
Alicja Małaszek,12,15A,H,,Nie korzystałam/łem,
Alicja Małaszek,12,15A,I,,Nie korzystałam/łem,
Alicja Małaszek,12,15A,J,,Ocena pozytywna,
Alicja Małaszek,12,15A,K,,Nie korzystałam/łem,
Alicja Małaszek,12,15A,L,,Nie korzystałam/łem,
Alicja Małaszek,12,16A,,,"Podjęcie pracy, ale ze względu na stan zdrowia jest to niemożliwe",
Alicja Małaszek,12,17A,G,,Nie znam,
Alicja Małaszek,12,18A,C,,,
Alicja Małaszek,12,19A,A,,,
Alicja Małaszek,12,20A,,,Żeby państwo więcej pomagało,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,ALICJA MAŁASZEK,,,
