Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Alicja Małaszek,04,1,A,,,
Alicja Małaszek,04,2,A,,,
Alicja Małaszek,04,3,A,,,
Alicja Małaszek,04,4A,B,,,
Alicja Małaszek,04,5A,B,,,
Alicja Małaszek,04,6A,C,,,
Alicja Małaszek,04,7A,A,,,
Alicja Małaszek,04,8A,F,,,
Alicja Małaszek,04,9A,B,,,
Alicja Małaszek,04,10A,H,,,
Alicja Małaszek,04,11A,"D,E",,,
Alicja Małaszek,04,12A,,,Brakuje pieniędzy. Na początku przeznaczam na lekarstwa i opłaty mieszkania później na inne potrzeby. Zmuszona jestem do minimalizowania potrzeb,
Alicja Małaszek,04,13A,"A,E,F",,,
Alicja Małaszek,04,14A,,,Wszystko szybko drożeje,
Alicja Małaszek,04,15A,A,,Ocena pozytywna,
Alicja Małaszek,04,15A,B,,Nie korzystałam/łem,
Alicja Małaszek,04,15A,C,,Nie korzystałam/łem,
Alicja Małaszek,04,15A,D,,Ocena pozytywna,
Alicja Małaszek,04,15A,E,,Ocena pozytywna,
Alicja Małaszek,04,15A,F,,Nie korzystałam/łem,
Alicja Małaszek,04,15A,G,,Nie korzystałam/łem,
Alicja Małaszek,04,15A,H,,Nie korzystałam/łem,
Alicja Małaszek,04,15A,I,,Nie korzystałam/łem,
Alicja Małaszek,04,15A,J,,Ocena pozytywna,
Alicja Małaszek,04,15A,K,,Nie korzystałam/łem,
Alicja Małaszek,04,15A,L,,Nie korzystałam/łem,
Alicja Małaszek,04,16A,,,"Obniżenie cen za lekarstwa, wyżywienie itp.",
Alicja Małaszek,04,17A,G,,Nie znam,
Alicja Małaszek,04,18A,C,,,
Alicja Małaszek,04,19A,A,,,
Alicja Małaszek,04,20A,,,"Nie, nic",
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,ALICJA MAŁASZEK,,,
