Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Agnieszka Małaszek,01,1,A,,,
Agnieszka Małaszek,01,2,A,,,
Agnieszka Małaszek,01,3,B,,,
Agnieszka Małaszek,01,4B,B,,,
Agnieszka Małaszek,01,5B,B,,,
Agnieszka Małaszek,01,6B,3,,,
Agnieszka Małaszek,01,7B,B 1,,LICZBA OSÓB PONIŻEJ 18 ROKU ŻYCIA 1 ,
Agnieszka Małaszek,01,8B,A,,,
Agnieszka Małaszek,01,9B,H,,UTRATA PRACY,
Agnieszka Małaszek,01,10B,E,,,
Agnieszka Małaszek,01,11B,A,,,
Agnieszka Małaszek,01,12B,H,,,
Agnieszka Małaszek,01,13B,"A,J",,,
Agnieszka Małaszek,01,14B,,,"Obniżone poczucie własnej wartości spowodowane utratą pracy. Respondentka od zawsze była niezależna, a teraz ta sytuacja się zmieniła",
Agnieszka Małaszek,01,15B,A,,,
Agnieszka Małaszek,01,16B,,,"Respondentka ma trudności ze znalezienime pracy, bo obawia się pozostawienia córki pod opieką męża. Mąż jest alkoholikiem, ma założoną niebieską kartę - przemoc w rodzinie.",
Agnieszka Małaszek,01,17B,A,,Trudno powiedzieć,
Agnieszka Małaszek,01,17B,B,,Nie korzyształam/łem,
Agnieszka Małaszek,01,17B,C,,Nie korzyształam/łem,
Agnieszka Małaszek,01,17B,D,,Ocena pozytywna,
Agnieszka Małaszek,01,17B,E,,Nie korzyształam/łem,
Agnieszka Małaszek,01,17B,F,,Ocena pozytywna,
Agnieszka Małaszek,01,17B,G,,Nie korzyształam/łem,
Agnieszka Małaszek,01,17B,H,,Nie korzyształam/łem,
Agnieszka Małaszek,01,17B,I,,Nie korzyształam/łem,
Agnieszka Małaszek,01,17B,J,,Nie korzyształam/łem,
Agnieszka Małaszek,01,17B,K,,Nie korzyształam/łem,
Agnieszka Małaszek,01,17B,L,,Nie korzyształam/łem,
Agnieszka Małaszek,01,18B,,,znalezienie pracy,
Agnieszka Małaszek,01,19B,A,,,
Agnieszka Małaszek,01,19A,F,,,
Agnieszka Małaszek,01,20B,B,,,
Agnieszka Małaszek,01,21B,,,Nie ,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,AGNIESZKA MAŁASZEK,,,
