Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Alicja Małaszek,06,1,B,,,
Alicja Małaszek,06,2,A,,,
Alicja Małaszek,06,3,B,,,
Alicja Małaszek,06,4B,B,,,
Alicja Małaszek,06,5B,A,,,
Alicja Małaszek,06,6B,4,,,
Alicja Małaszek,06,7B,A,,,
Alicja Małaszek,06,8B,B,,,
Alicja Małaszek,06,9B,C,,,
Alicja Małaszek,06,10B,A,,,
Alicja Małaszek,06,11B,B,,,
Alicja Małaszek,06,12B,H,,,
Alicja Małaszek,06,13B,"A,D,E,F",,,
Alicja Małaszek,06,14B,,,Brak funduszów praktycznie na wszystko,
Alicja Małaszek,06,15B,I,,,
Alicja Małaszek,06,16B,,,Ze względu na zdrowie,
Alicja Małaszek,06,17B,A,,Ocena pozytywna,
Alicja Małaszek,06,17B,B,,Nie korzyształam/łem,
Alicja Małaszek,06,17B,C,,Nie korzyształam/łem,
Alicja Małaszek,06,17B,D,,Nie korzyształam/łem,
Alicja Małaszek,06,17B,E,,Nie korzyształam/łem,
Alicja Małaszek,06,17B,F,,Nie korzyształam/łem,
Alicja Małaszek,06,17B,G,,Ocena pozytywna,
Alicja Małaszek,06,17B,H,,Nie korzyształam/łem,
Alicja Małaszek,06,17B,I,,Nie korzyształam/łem,
Alicja Małaszek,06,17B,J,,Nie korzyształam/łem,
Alicja Małaszek,06,17B,K,,Nie korzyształam/łem,
Alicja Małaszek,06,17B,L,,Nie korzyształam/łem,
Alicja Małaszek,06,18B,,,"Polepszenie się zdrowia, wtedy łatwiej byłoby o pracę",
Alicja Małaszek,06,19B,G,,Nie znam,
Alicja Małaszek,06,19A,G,,"W tym momencie to tylko od córek, żeby znalazły pracę i pomogły",
Alicja Małaszek,06,20B,C,,,
Alicja Małaszek,06,21B,,,Nie,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,ALICJA MAŁASZEK,,,
