Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Alicja Małaszek,19,1,A,,,
Alicja Małaszek,19,2,A,,,
Alicja Małaszek,19,3,B,,,
Alicja Małaszek,19,4B,B,,,
Alicja Małaszek,19,5B,C,,,
Alicja Małaszek,19,6B,4,,,
Alicja Małaszek,19,7B,B,,LICZBA OSÓB PONIŻEJ 18 ROKU ŻYCIA 3,
Alicja Małaszek,19,8B,C,,,
Alicja Małaszek,19,9B,B,,,
Alicja Małaszek,19,10B,F,,,
Alicja Małaszek,19,11B,A,,,
Alicja Małaszek,19,12B,H,,,
Alicja Małaszek,19,13B,"C,E,J",,,
Alicja Małaszek,19,14B,,,"Konieczne jest ustalenie limitu na podstawowe potrzeby, wybór tego co kupić",
Alicja Małaszek,19,15B,A,,,
Alicja Małaszek,19,16B,,,"Respondentka dopiero zaczyna poszukiwania pracy, ponieważ przy 3-ce dzieci wcześniej nie było takiej możliwości",
Alicja Małaszek,19,17B,A,,Ocena pozytywna,
Alicja Małaszek,19,17B,B,,Ocena pozytywna,
Alicja Małaszek,19,17B,C,,Nie korzyształam/łem,
Alicja Małaszek,19,17B,D,,Nie korzyształam/łem,
Alicja Małaszek,19,17B,E,,Nie korzyształam/łem,
Alicja Małaszek,19,17B,F,,Trudno powiedzieć,
Alicja Małaszek,19,17B,G,,Ocena pozytywna,
Alicja Małaszek,19,17B,H,,Nie korzyształam/łem,
Alicja Małaszek,19,17B,I,,Nie korzyształam/łem,
Alicja Małaszek,19,17B,J,,Ocena pozytywna,
Alicja Małaszek,19,17B,K,,Nie korzyształam/łem,
Alicja Małaszek,19,17B,L,,Nie korzyształam/łem,
Alicja Małaszek,19,18B,,,"Podjęcie pracy, rozwój, skończenie studiów",
Alicja Małaszek,19,19B,,,Nie znam,
Alicja Małaszek,19,19A,F,,,
Alicja Małaszek,19,20B,C,,,
Alicja Małaszek,19,21B,,,Nic,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,ALICJA MAŁASZEK,,,
