Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Alicja Małaszek,02,1,B,,,
Alicja Małaszek,02,2,A,,,
Alicja Małaszek,02,3,A,,,
Alicja Małaszek,02,4A,B,,,
Alicja Małaszek,02,5A,B,,,
Alicja Małaszek,02,6A,B,,,
Alicja Małaszek,02,7A,H,,Przejście z renty na emeryturę (najniższą) obniżenie dochodów,
Alicja Małaszek,02,8A,C,,,
Alicja Małaszek,02,9A,C,,,
Alicja Małaszek,02,10A,M,,,
Alicja Małaszek,02,11A,"D,F",,,
Alicja Małaszek,02,12A,,,"Zły stan zdrowia, choroby, bajpasy",
Alicja Małaszek,02,13A,"E,G",,,
Alicja Małaszek,02,14A,,,"Sytuacja ekonomiczna trochę się poprawiła, ale życie jest coraz droższe",
Alicja Małaszek,02,15A,A,,Ocena pozytywna,
Alicja Małaszek,02,15A,B,,Ocena pozytywna,
Alicja Małaszek,02,15A,C,,Nie korzystałam/łem,
Alicja Małaszek,02,15A,D,,Nie korzystałam/łem,
Alicja Małaszek,02,15A,E,,Ocena pozytywna,
Alicja Małaszek,02,15A,F,,Nie korzystałam/łem,
Alicja Małaszek,02,15A,G,,Ocena pozytywna,
Alicja Małaszek,02,15A,H,,Nie korzystałam/łem,
Alicja Małaszek,02,15A,I,,Nie korzystałam/łem,
Alicja Małaszek,02,15A,J,,Ocena pozytywna,
Alicja Małaszek,02,15A,K,,Ocena pozytywna,
Alicja Małaszek,02,15A,L,,Nie korzystałam/łem,
Alicja Małaszek,02,16A,,,Większy budżet,
Alicja Małaszek,02,17A,"A,D",,,
Alicja Małaszek,02,18A,B,,,
Alicja Małaszek,02,19A,A,,,
Alicja Małaszek,02,20A,,,Korzystać z usług i pomocy MOPSu,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,ALICJA MAŁASZEK,,,
