Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Alicja Małaszek,14,1,B,,,
Alicja Małaszek,14,2,A,,,
Alicja Małaszek,14,3,A,,,
Alicja Małaszek,14,4A,B,,,
Alicja Małaszek,14,5A,B,,,
Alicja Małaszek,14,6A,E,,,
Alicja Małaszek,14,7A,C,,,
Alicja Małaszek,14,8A,D,,,
Alicja Małaszek,14,9A,D,,,
Alicja Małaszek,14,10A,H,,,
Alicja Małaszek,14,11A,"A,C,D,E,F",,,
Alicja Małaszek,14,12A,,,Problemy ze zdrowiem,
Alicja Małaszek,14,13A,"E,F",,,
Alicja Małaszek,14,14A,,,Przy aktualnej sytuacji zdrowotnej nie mam możliwości znalezienia pracy,
Alicja Małaszek,14,15A,A,,Nie korzystałam/łem,
Alicja Małaszek,14,15A,B,,Nie korzystałam/łem,
Alicja Małaszek,14,15A,C,,Nie korzystałam/łem,
Alicja Małaszek,14,15A,D,,Ocena pozytywna,
Alicja Małaszek,14,15A,E,,Nie korzystałam/łem,
Alicja Małaszek,14,15A,F,,Nie korzystałam/łem,
Alicja Małaszek,14,15A,G,,Nie korzystałam/łem,
Alicja Małaszek,14,15A,H,,Nie korzystałam/łem,
Alicja Małaszek,14,15A,I,,Nie korzystałam/łem,
Alicja Małaszek,14,15A,J,,Trudno powiedzieć,
Alicja Małaszek,14,15A,K,,Nie korzystałam/łem,
Alicja Małaszek,14,15A,L,,Ocena pozytywna - Saltrom,
Alicja Małaszek,14,16A,,,"Dodatki w postaci bonu na obuwie, dopłata do czynszu, przekazanie środków medycznych",
Alicja Małaszek,14,17A,F,,Ponieważ są uzależnieni od alkoholu,
Alicja Małaszek,14,18A,A,,,
Alicja Małaszek,14,19A,F,,,
Alicja Małaszek,14,20A,,,"Proponuję, aby ludzie próbowali się sami samoorganizować. Łączyć się w grupy. Wtedy mogliby być bardziej użyteczni dla miasta, tak żeby byli pożyteczni.",
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,ALICJA MAŁASZEK,,,
