Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,16,1,A,,,
Joanna Kasicka,16,2,A,,,
Joanna Kasicka,16,3,C,Mieszka z mężem ale prowadzi jednoosobowe gospodarstwo.,,
Joanna Kasicka,16,4A,B,,,
Joanna Kasicka,16,5A,A,,,
Joanna Kasicka,16,6A,B,,,
Joanna Kasicka,16,7A,H,COVID 19,,
Joanna Kasicka,16,8A,F,,,
Joanna Kasicka,16,9A,B,,,
Joanna Kasicka,16,10A,M,,,
Joanna Kasicka,16,11A,N,,Z trudem wystarcza mi na cokolwiek. Nie ma miesiąca żebym mogła zaspokoić wszystkie potrzeby opłacić rachunki kupić lekarstwa. O rozrywce nie myślę bo najzwyczajniej mnie nie stać.,
Joanna Kasicka,16,12A,,,Trudno powiedzieć.,
Joanna Kasicka,16,13A,D,,,
Joanna Kasicka,16,14A,,,Nie wiem.,
Joanna Kasicka,16,15A,A,,,
Joanna Kasicka,16,15A,B,,,
Joanna Kasicka,16,15A,C,,,
Joanna Kasicka,16,15A,D,,,
Joanna Kasicka,16,15A,E,,,
Joanna Kasicka,16,15A,F,,,
Joanna Kasicka,16,15A,G,,,
Joanna Kasicka,16,15A,H,,,
Joanna Kasicka,16,15A,I,,,
Joanna Kasicka,16,15A,J,,,
Joanna Kasicka,16,15A,K,,,
Joanna Kasicka,16,15A,L,,,
Joanna Kasicka,16,15A,M,,,
Joanna Kasicka,16,16A,,Powikłania po COVID 19,W poprawie sytuacji pomogłoby mi wyleczenie się z choroby reumatycznej. Która jest tak uciążliwa że nie pozwala na podjęcie stałej pracy.,
Joanna Kasicka,16,17A,B,,,
Joanna Kasicka,16,18A,B,,,
Joanna Kasicka,16,19A,B,,,
Joanna Kasicka,16,20A,,,Nie.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
