Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,03,1,A,,,
Joanna Kasicka,03,2,A,,,
Joanna Kasicka,03,3,A,,,
Joanna Kasicka,03,4A,B,,,
Joanna Kasicka,03,5A,B,,,
Joanna Kasicka,03,6A,C,,,
Joanna Kasicka,03,7A,H,,Śmierć męża - żałoba ,
Joanna Kasicka,03,8A,F,Zasiłek okresowy celowy MOPS Dodatek Mieszkaniowy UMK,,
Joanna Kasicka,03,9A,B,,,
Joanna Kasicka,03,10A,K,,,
Joanna Kasicka,03,11A,M,Głównie na żywność,,
Joanna Kasicka,03,12A,,,Stany depresyjne martwienie się o jutro czy będę miała co zjeść.,
Joanna Kasicka,03,13A,A,,,
Joanna Kasicka,03,14A,,,Niskie kwalifikacje.,
Joanna Kasicka,03,15A,A,,Ocena pozytywna.,
Joanna Kasicka,03,15A,B,,Ocena pozytywna.,
Joanna Kasicka,03,15A,C,,Nie korzystałam.,
Joanna Kasicka,03,15A,D,,Nie korzystałam.,
Joanna Kasicka,03,15A,E,,Ocena pozytywna.,
Joanna Kasicka,03,15A,F,,Nie korzystałam.,
Joanna Kasicka,03,15A,G,,Ocena pozytywna.,
Joanna Kasicka,03,15A,H,,Nie korzystałam.,
Joanna Kasicka,03,15A,I,,Nie korzystałam.,
Joanna Kasicka,03,15A,J,,Nie korzystałam.,
Joanna Kasicka,03,15A,K,,Nie korzystałam.,
Joanna Kasicka,03,15A,L,,Nie korzystałam.,
Joanna Kasicka,03,15A,M,,,
Joanna Kasicka,03,16A,,,Podniesienie swoich kwalifikacji.,
Joanna Kasicka,03,17A,E,,Osoby korzystają z pomocy opiekunki niechodzące.,
Joanna Kasicka,03,18A,C,,,
Joanna Kasicka,03,19A,C,,,
Joanna Kasicka,03,20A,,,Życzliwość osób pracujących w urzędach.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
