Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,06,1,A,,,
Joanna Kasicka,06,2,A,,,
Joanna Kasicka,06,3,B,,,
Joanna Kasicka,06,4B,B,,,
Joanna Kasicka,06,5B,A,,,
Joanna Kasicka,06,6B,A4,,,
Joanna Kasicka,06,7B,B2,,,
Joanna Kasicka,06,8B,B,,,
Joanna Kasicka,06,9B,H,Nie chciała odpowiedzieć na pytanie.,,
Joanna Kasicka,06,10B,B,,,
Joanna Kasicka,06,11B,A,,,
Joanna Kasicka,06,12B,M,,,
Joanna Kasicka,06,13B,CDFI,,,
Joanna Kasicka,06,14B,,,"Konieczność zrezygnowania z wielu rzeczy m.in. urlop, rozrywka.",
Joanna Kasicka,06,15B,A,,,
Joanna Kasicka,06,16B,,,Przez pandemię COVID 19 który wywołał więcej problemów.,
Joanna Kasicka,06,17B,A,,Ocena pozytywna.,
Joanna Kasicka,06,17B,B,,Nie korzystałam.,
Joanna Kasicka,06,17B,C,,Nie korzystałam.,
Joanna Kasicka,06,17B,B,,Nie korzystałam.,
Joanna Kasicka,06,17B,E,,Ocena pozytywna.,
Joanna Kasicka,06,17B,F,,Ocena pozytywna.,
Joanna Kasicka,06,17B,G,,Ocena pozytywna.,
Joanna Kasicka,06,17B,H ,,Nie korzystałam.,
Joanna Kasicka,06,17B,I,,"Nie korzystała,.",
Joanna Kasicka,06,17B,J,,Nie korzystałam.,
Joanna Kasicka,06,17B,K,,Nie korzystałam.,
Joanna Kasicka,06,17B,L,,Nie korzystałam.,
Joanna Kasicka,06,17B,M,,Nie korzystałam.,
Joanna Kasicka,06,18B,,,Praca stała z dużym dochodem lub więcej zleceń.,
Joanna Kasicka,06,19A,A,,,
Joanna Kasicka,06,19B,C,,,
Joanna Kasicka,06,20B,A,,,
Joanna Kasicka,06,21B,B,,,
,,,,,Nic nie chce dodać.,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
