Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,23,1,,,,
Joanna Kasicka,23,2,,,,
Joanna Kasicka,23,3,,,,
Joanna Kasicka,23,4A,,,,
Joanna Kasicka,23,5A,,,,
Joanna Kasicka,23,6A,,,,
Joanna Kasicka,23,7A,,,,
Joanna Kasicka,23,8A,,,,
Joanna Kasicka,23,9A,,,,
Joanna Kasicka,23,10A,,,,
Joanna Kasicka,23,11A,,,,
Joanna Kasicka,23,12A,,,,
Joanna Kasicka,23,13A,,,,
Joanna Kasicka,23,14A,,,,
Joanna Kasicka,23,15A,A,,,
Joanna Kasicka,23,15A,B,,,
Joanna Kasicka,23,15A,C,,,
Joanna Kasicka,23,15A,D,,,
Joanna Kasicka,23,15A,E,,,
Joanna Kasicka,23,15A,F,,,
Joanna Kasicka,23,15A,G,,,
Joanna Kasicka,23,15A,H,,,
Joanna Kasicka,23,15A,I,,,
Joanna Kasicka,23,15A,J,,,
Joanna Kasicka,23,15A,K,,,
Joanna Kasicka,23,15A,L,,,
Joanna Kasicka,23,15A,M,,,
Joanna Kasicka,23,16A,,,,
Joanna Kasicka,23,17A,,,,
Joanna Kasicka,23,18A,,,,
Joanna Kasicka,23,19A,,,,
Joanna Kasicka,23,20A,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
