Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,09,1,A,,,
Joanna Kasicka,09,2,A,,,
Joanna Kasicka,09,3,A,,,
Joanna Kasicka,09,4A,B,,,
Joanna Kasicka,09,5A,B,,,
Joanna Kasicka,09,6A,C,,,
Joanna Kasicka,09,7A,A,,,
Joanna Kasicka,09,8A,A,,,
Joanna Kasicka,09,9A,B,,,
Joanna Kasicka,09,10A,K,,,
Joanna Kasicka,09,11A,ACDEF,,,
Joanna Kasicka,09,12A,,,Wstyd przed sąsiadami rodziną.,
Joanna Kasicka,09,13A,ADE,,,
Joanna Kasicka,09,14A,,,"Wysokie koszty leczenia na które mnie nie stać. Mała oferta pomocowa bezpłatnych kursów, szkoleń.",
Joanna Kasicka,09,15A,A,,Ocena negatywna.,
Joanna Kasicka,09,15A,B,,Ocena pozytywna.,
Joanna Kasicka,09,15A,C,,Nie korzystałam.,
Joanna Kasicka,09,15A,D,,Nie korzystałam.,
Joanna Kasicka,09,15A,E,,Ocena pozytywna.,
Joanna Kasicka,09,15A,F,,Ocena negatywna.,
Joanna Kasicka,09,15A,G,,Ocena pozytywna.,
Joanna Kasicka,09,15A,H,,Nie korzystałam.,
Joanna Kasicka,09,15A,I,,Nie korzystałam.,
Joanna Kasicka,09,15A,J,,Nie korzystałam.,
Joanna Kasicka,09,15A,K,,Nie korzystałam.,
Joanna Kasicka,09,15A,L,,Nie korzystałam.,
Joanna Kasicka,09,15A,M,,,
Joanna Kasicka,09,16A,,,Dodatkowe źródło dochodowe. Zdobycie kwalifikacji.,
Joanna Kasicka,09,17A,G,,Nie znam,
Joanna Kasicka,09,18A,C,,,
Joanna Kasicka,09,19A,A,,,
Joanna Kasicka,09,20A,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
