Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,08,1,A,,,
Joanna Kasicka,08,2,A,,,
Joanna Kasicka,08,3,A,,,
Joanna Kasicka,08,4A,A,,,
Joanna Kasicka,08,5A,B,,,
Joanna Kasicka,08,6A,C,,,
Joanna Kasicka,08,7A,A,,,
Joanna Kasicka,08,8A,D,,,
Joanna Kasicka,08,9A,C,,,
Joanna Kasicka,08,10A,L,,,
Joanna Kasicka,08,11A,ACD,,,
Joanna Kasicka,08,12A,,Sprzęt AGD,Nie mogę sobie pozwolić na zakup nowego wyposażenia kuchni.,
Joanna Kasicka,08,13A,A,,,
Joanna Kasicka,08,14A,,Trudności w poruszaniu (balkonik),Lokalizacja daleko od miejsca zamieszkania.,
Joanna Kasicka,08,15A,A,,Ocena pozytywna.,
Joanna Kasicka,08,15A,B,,Ocena pozytywna.,
Joanna Kasicka,08,15A,C,,Nie korzystałam.,
Joanna Kasicka,08,15A,D,,Nie korzystałam.,
Joanna Kasicka,08,15A,E,,Ocena pozytywna.,
Joanna Kasicka,08,15A,F,,Nie korzystałam.,
Joanna Kasicka,08,15A,G,,Ocena pozytywna.,
Joanna Kasicka,08,15A,H,,Nie korzystałam.,
Joanna Kasicka,08,15A,I,,Nie korzystałam.,
Joanna Kasicka,08,15A,J,,Nie korzystałam.,
Joanna Kasicka,08,15A,K,,Nie korzystałam.,
Joanna Kasicka,08,15A,L,,Nie korzystałam.,
Joanna Kasicka,08,15A,M,,,
Joanna Kasicka,08,16A,,,Wzrost dochodu lub ustabilizowanie cen żywności.,
Joanna Kasicka,08,17A,A,"Przekracza próg dochodowy o 2,50zł.",,
Joanna Kasicka,08,18A,C,,,
Joanna Kasicka,08,19A,A,,,
Joanna Kasicka,08,20A,,,Wprowadzenie skuteczniejszych form pomocy oferowanych przez MOPS. Pracownicy socjalni powinni wykazywać się większą empatią do osób potrzebujących.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
