Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,06,1,A,,,
Joanna Kasicka,06,2,A,,,
Joanna Kasicka,06,3,B,,,
Joanna Kasicka,06,4B,B,,,
Joanna Kasicka,06,5B,B,,,
Joanna Kasicka,06,6B,A1,,,
Joanna Kasicka,06,7B,B1,,,
Joanna Kasicka,06,8B,C,,,
Joanna Kasicka,06,9B,A,,,
Joanna Kasicka,06,10B,F,,,
Joanna Kasicka,06,11B,B,,,
Joanna Kasicka,06,12B,K,,,
Joanna Kasicka,06,13B,ACFJ,,,
Joanna Kasicka,06,14B,,,Brak możliwości spełnienia potrzeb dziecka przez co jest wyśmiewane wśród rówieśników. ,
Joanna Kasicka,06,15B,A,,,
Joanna Kasicka,06,16B,,,Trudno jednoznacznie powiedzieć zbieg różnych sytuacji. M.im sytuacja COVID,
Joanna Kasicka,06,17B,A,,Ocena pozytywna.,
Joanna Kasicka,06,17B,B,,Ocena pozytywna.,
Joanna Kasicka,06,17B,C,,Nie korzystałam.,
Joanna Kasicka,06,17B,D,,Nie korzystałam.,
Joanna Kasicka,06,17B,E,,Ocena pozytywna.,
Joanna Kasicka,06,17B,F,,Ocena negatywna.,
Joanna Kasicka,06,17B,G,,Ocena pozytywna.,
Joanna Kasicka,06,17B,H,,Nie korzystałam.,
Joanna Kasicka,06,17B,I,,Nie korzystałam.,
Joanna Kasicka,06,17B,J,,Nie korzystałam.,
Joanna Kasicka,06,17B,K,,Ocena pozytywna.,
Joanna Kasicka,06,17B,L,,Nie korzystałam.,
Joanna Kasicka,06,17B,M,,,
Joanna Kasicka,06,18B,,,Dochód wystarczający na opłaty i przyjemności.,
Joanna Kasicka,06,19A,D,Ocena środowiska,,
Joanna Kasicka,06,19B,A ,,,
Joanna Kasicka,06,20B,C,,,
Joanna Kasicka,06,21B,,,Nic nie chcę dodać.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
