Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,32,1,A,,,
Joanna Kasicka,32,2,A,,,
Joanna Kasicka,32,3,A,,,
Joanna Kasicka,32,4A,B,Powstają zadłużenia w opłatach za media.,W zależności od miesiąca muszę  wybierać między opłatami a zakupem leków.,
Joanna Kasicka,32,5A,B,,Renta ZUS,
Joanna Kasicka,32,6A,C,,,
Joanna Kasicka,32,7A,D,,,
Joanna Kasicka,32,8A,,,,
Joanna Kasicka,32,9A,C,,,
Joanna Kasicka,32,10A,K,,,
Joanna Kasicka,32,11A,ABCDEF,,,
Joanna Kasicka,32,12A,,,Brak możliwości ciągłego leczenia. Długie terminy do lekarzy specjalistów.,
Joanna Kasicka,32,13A,D,,,
Joanna Kasicka,32,14A,,,Niepoprawiający się stan zdrowia uniemożliwia dorobienie.,
Joanna Kasicka,32,15A,A,,Trudno powiedzieć.,
Joanna Kasicka,32,15A,B,,Ocena pozytywna.,
Joanna Kasicka,32,15A,C,,Nie korzystałam.,
Joanna Kasicka,32,15A,D,,Nie korzystałam.,
Joanna Kasicka,32,15A,E,,Ocena pozytywna.,
Joanna Kasicka,32,15A,F,,Nie korzystałam.,
Joanna Kasicka,32,15A,G,,Ocena pozytywna.,
Joanna Kasicka,32,15A,H,,Nie korzystałam.,
Joanna Kasicka,32,15A,I,,Nie korzystałam.,
Joanna Kasicka,32,15A,J,,Ocena pozytywna.,
Joanna Kasicka,32,15A,K,,Ocena pozytywna.,
Joanna Kasicka,32,15A,L,,Nie korzystałam.,
Joanna Kasicka,32,15A,M,,,
Joanna Kasicka,32,16A,,,Podwyżka źródła dochodu lub obniżenie cen produktów żywnościowych.,
Joanna Kasicka,32,17A,A,,Kryterium dochodowe.,
Joanna Kasicka,32,18A,A,Słyszała o remontach i odnowach parków ale nie wie czy to ta rewitalizacja.,,
Joanna Kasicka,32,19A,A,Odpowiedź zdecydowana,,
Joanna Kasicka,32,20A,,Brak jednoznacznych pomysłów.,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
