Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,36,1,A,,,
Joanna Kasicka,36,2,A,,,
Joanna Kasicka,36,3,A,,,
Joanna Kasicka,36,4A,B,,,
Joanna Kasicka,36,5A,B,"Zasiłki MOPS celowy, okresowy, dodatek mieszkaniowy.",,
Joanna Kasicka,36,6A,B,Upadek własnej działalności gospodarczej. ,,
Joanna Kasicka,36,7A,I,Sytuacja epidemiologiczna w kraju. ,,
Joanna Kasicka,36,8A,F,Plus dodatek mieszkaniowy UMK.,,
Joanna Kasicka,36,9A,B,,,
Joanna Kasicka,36,10A,L,,,
Joanna Kasicka,36,11A,CEFG,,,
Joanna Kasicka,36,12A,,,Marginalizacja społeczna. Ocena sąsiadów sprawia przygnębienie. ,
Joanna Kasicka,36,13A,A,,,
Joanna Kasicka,36,14A,,, Małe doświadczenie zawodowe. Brak ofert pracy.,
Joanna Kasicka,36,15A,A,,Trudno powiedzieć.,
Joanna Kasicka,36,15A,B,,Ocena pozytywna.,
Joanna Kasicka,36,15A,C,,Nie korzystałam.,
Joanna Kasicka,36,15A,D,,Nie korzystałam.,
Joanna Kasicka,36,15A,E,,Ocena pozytywna.,
Joanna Kasicka,36,15A,F,,Trudno powiedzieć.,
Joanna Kasicka,36,15A,G,,Ocena pozytywna.,
Joanna Kasicka,36,15A,H,,Nie korzystałam.,
Joanna Kasicka,36,15A,I,,Nie korzystałam.,
Joanna Kasicka,36,15A,J,,Nie korzystałam.,
Joanna Kasicka,36,15A,K,,Nie korzystałam.,
Joanna Kasicka,36,15A,L,,Nie korzystałam.,
Joanna Kasicka,36,15A,M,,,
Joanna Kasicka,36,16A,,,Wznowienie własnej działalności gospodarczej.,
Joanna Kasicka,36,17A,AD,,,
Joanna Kasicka,36,18A,B,,,
Joanna Kasicka,36,19A,A,,,
Joanna Kasicka,36,20A,,,Większe wsparcie GUP i UMK dla osób otwierających własny biznes.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
