Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,06,1,,,,
Joanna Kasicka,06,2,,,,
Joanna Kasicka,06,3,C,Mieszka z córką niepełnoletnią,,
Joanna Kasicka,06,4B,B,,,
Joanna Kasicka,06,5B,A,,,
Joanna Kasicka,06,6B,A1,1 osóba córka,,
Joanna Kasicka,06,7B,B1,,,
Joanna Kasicka,06,8B,B,,,
Joanna Kasicka,06,9B,A,,Na skutek choroby niepełnosprawność.,
Joanna Kasicka,06,10B,F,,,
Joanna Kasicka,06,11B,A,,,
Joanna Kasicka,06,12B,K,,,
Joanna Kasicka,06,13B,AC,,,
Joanna Kasicka,06,14B,,,Brak możliwości dodatkowej edukacji dla córki.,
Joanna Kasicka,06,15B,AD,,,
Joanna Kasicka,06,16B,,,Ze względu na nawracającą depresje która wyłącza mnie z życia.,
Joanna Kasicka,06,17B,A,,Ocena pozytywna.,
Joanna Kasicka,06,17B,B,,Nie korzystałam.,
Joanna Kasicka,06,17B,C,,Nie korzystałam.,
Joanna Kasicka,06,17B,D,,Nie korzystałam.,
Joanna Kasicka,06,17B,E,,Ocena pozytywna.,
Joanna Kasicka,06,17B,F,,Nie korzystałam.,
Joanna Kasicka,06,17B,G,,Ocena pozytywna.,
Joanna Kasicka,06,17B,H,,Nie korzystałam.,
Joanna Kasicka,06,17B,I,,Nie korzystałam.,
Joanna Kasicka,06,17B,J,,Nie korzystałam.,
Joanna Kasicka,06,17B,K,,Nie korzystałam.,
Joanna Kasicka,06,17B,L,,Nie korzystałam.,
Joanna Kasicka,06,17B,M,,,
Joanna Kasicka,06,18B,,,Skuteczne wyjście z depresji.,
Joanna Kasicka,06,19A,,,,
Joanna Kasicka,06,19B,G,,Nie znam,
Joanna Kasicka,06,20B,C,,,
Joanna Kasicka,06,21B,A,,Zapisujemy odpowiedź: MOPS mógłby informować o Banku Żywności oraz lokalnych stowarzyszeniach udzielających pomoc. Dostając skierowanie do Stowarzyszenia MAYDAY pomoc żywnościową nie wiedziałam nic o tym programie również pracownik socjalny nic nie wspomniał o prowadzonych w ramach programu warsztatach.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
