Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,21,1,,,,
Joanna Kasicka,21,2,,,,
Joanna Kasicka,21,3,,,,
Joanna Kasicka,21,4A,,,,
Joanna Kasicka,21,5A,,,,
Joanna Kasicka,21,6A,,,,
Joanna Kasicka,21,7A,,,,
Joanna Kasicka,21,8A,,,,
Joanna Kasicka,21,9A,,,,
Joanna Kasicka,21,10A,,,,
Joanna Kasicka,21,11A,,,,
Joanna Kasicka,21,12A,,,,
Joanna Kasicka,21,13A,,,,
Joanna Kasicka,21,14A,,,,
Joanna Kasicka,21,15A,A,,,
Joanna Kasicka,21,15A,B,,,
Joanna Kasicka,21,15A,C,,,
Joanna Kasicka,21,15A,D,,,
Joanna Kasicka,21,15A,E,,,
Joanna Kasicka,21,15A,F,,,
Joanna Kasicka,21,15A,G,,,
Joanna Kasicka,21,15A,H,,,
Joanna Kasicka,21,15A,I,,,
Joanna Kasicka,21,15A,J,,,
Joanna Kasicka,21,15A,K,,,
Joanna Kasicka,21,15A,L,,,
Joanna Kasicka,21,15A,M,,,
Joanna Kasicka,21,16A,,,,
Joanna Kasicka,21,17A,,,,
Joanna Kasicka,21,18A,,,,
Joanna Kasicka,21,19A,,,,
Joanna Kasicka,21,20A,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
