Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,05,1,B,,,
Joanna Kasicka,05,2,A,,,
Joanna Kasicka,05,3,A,,,
Joanna Kasicka,05,4A,B,,,
Joanna Kasicka,05,5A,A,Zasiłki celowe i okresowe MOPS,,
Joanna Kasicka,05,6A,C,,,
Joanna Kasicka,05,7A,F,,,
Joanna Kasicka,05,8A,F,,,
Joanna Kasicka,05,9A,A,,,
Joanna Kasicka,05,10A,K,,,
Joanna Kasicka,05,11A,ABCD,,,
Joanna Kasicka,05,12A,,,Ubóstwo stany depresyjne.,
Joanna Kasicka,05,13A,ACDE,,,
Joanna Kasicka,05,14A,,,Brak dostępnych kursów podnoszących kwalifikacje bezpłatnych.,
Joanna Kasicka,05,15A,A,,Ocena pozytywna.,
Joanna Kasicka,05,15A,B,,Ocena pozytywna.,
Joanna Kasicka,05,15A,C,,Nie korzystałem.,
Joanna Kasicka,05,15A,D,,Nie korzystałem.,
Joanna Kasicka,05,15A,E,,Ocena pozytywna.,
Joanna Kasicka,05,15A,F,Brak konkretnych ofert pracy.,Ocena negatywna.,
Joanna Kasicka,05,15A,G,,Ocena pozytywna.,
Joanna Kasicka,05,15A,H,,Nie korzystałem.,
Joanna Kasicka,05,15A,I,,Nie korzystałem.,
Joanna Kasicka,05,15A,J,,Ocena pozytywna.,
Joanna Kasicka,05,15A,K,,Nie korzystałem.,
Joanna Kasicka,05,15A,L,,Nie korzystałem.,
Joanna Kasicka,05,15A,M,,,
Joanna Kasicka,05,16A,,,Bezpłatne kursy m.in. prawo jazdy oraz kursy komputerowe.,
Joanna Kasicka,05,17A,G,,,
Joanna Kasicka,05,18A,A,Słyszał określenie rewitalizacja.,,
Joanna Kasicka,05,19A,A,,,
Joanna Kasicka,05,20A,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
