Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,02,1,A,,,
Joanna Kasicka,02,2,A,,,
Joanna Kasicka,02,3,A,,,
Joanna Kasicka,02,4A,B,,,
Joanna Kasicka,02,5A,B,,Źródło dochodu emerytura.,
Joanna Kasicka,02,6A,A,Od marca 2022,,
Joanna Kasicka,02,7A,I,Osiągnięcie wieku emerytalnego,,
Joanna Kasicka,02,8A,C,,,
Joanna Kasicka,02,9A,C,,,
Joanna Kasicka,02,10A,K,,,
Joanna Kasicka,02,11A,F,,,
Joanna Kasicka,02,12A,,,Podwyżka cen żywności i usług oraz lekarstw.,
Joanna Kasicka,02,13A,I,,,
Joanna Kasicka,02,14A,,,Nie podejmowałam żadnych działań ze względy na stan zdrowia.,
Joanna Kasicka,02,15A,A,,,
Joanna Kasicka,02,15A,B,,,
Joanna Kasicka,02,15A,C,,,
Joanna Kasicka,02,15A,D,,,
Joanna Kasicka,02,15A,E,,,
Joanna Kasicka,02,15A,F,,,
Joanna Kasicka,02,15A,G,,,
Joanna Kasicka,02,15A,H,,,
Joanna Kasicka,02,15A,I,,,
Joanna Kasicka,02,15A,J,,,
Joanna Kasicka,02,15A,K,,,
Joanna Kasicka,02,15A,L,,,
Joanna Kasicka,02,15A,M,,,
Joanna Kasicka,02,16A,,,,
Joanna Kasicka,02,17A,,,,
Joanna Kasicka,02,18A,,,,
Joanna Kasicka,02,19A,,,,
Joanna Kasicka,02,20A,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
