Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,26,1,A,,,
Joanna Kasicka,26,2,A,,,
Joanna Kasicka,26,3,A,,,
Joanna Kasicka,26,4A,B,,,
Joanna Kasicka,26,5A,B,,,
Joanna Kasicka,26,6A,C,,,
Joanna Kasicka,26,7A,H,Nie chciała podać.,,
Joanna Kasicka,26,8A,F,Zasiłek okresowy celowy MOPS Dodatek Mieszkaniowy UMK,,
Joanna Kasicka,26,9A,B,,,
Joanna Kasicka,26,10A,K,,,
Joanna Kasicka,26,11A,M,Głównie na żywność,,
Joanna Kasicka,26,12A,,,Stany depresyjne martwienie się o jutro.,
Joanna Kasicka,26,13A,A,,,
Joanna Kasicka,26,14A,,,Niskie kwalifikacje.,
Joanna Kasicka,26,15A,A,,Ocena pozytywna.,
Joanna Kasicka,26,15A,B,,Ocena pozytywna.,
Joanna Kasicka,26,15A,C,,Nie korzystałam.,
Joanna Kasicka,26,15A,D,,Nie korzystałam.,
Joanna Kasicka,26,15A,E,,Ocena pozytywna.,
Joanna Kasicka,26,15A,F,,Nie korzystałam.,
Joanna Kasicka,26,15A,G,,Ocena pozytywna.,
Joanna Kasicka,26,15A,H,,Nie korzystałam.,
Joanna Kasicka,26,15A,I,,Nie korzystałam.,
Joanna Kasicka,26,15A,J,,Nie korzystałam.,
Joanna Kasicka,26,15A,K,,Nie korzystałam.,
Joanna Kasicka,26,15A,L,,Nie korzystałam.,
Joanna Kasicka,26,15A,M,,,
Joanna Kasicka,26,16A,,,"Podniesienie swoich kwalifikacji,",
Joanna Kasicka,26,17A,E,,,
Joanna Kasicka,26,18A,C,,,
Joanna Kasicka,26,19A,C,,,
Joanna Kasicka,26,20A,,,"Uproszczenie procedur do otrzymania pomocy, wsparcia.",
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
