Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,12,1,A,,,
Joanna Kasicka,12,2,A,,,
Joanna Kasicka,12,3,A,,,
Joanna Kasicka,12,4A,B,,,
Joanna Kasicka,12,5A,B,,,
Joanna Kasicka,12,6A,B,,,
Joanna Kasicka,12,7A,A,,,
Joanna Kasicka,12,8A,E,,,
Joanna Kasicka,12,9A,A,,,
Joanna Kasicka,12,10A,M,,,
Joanna Kasicka,12,11A,ACE,,,
Joanna Kasicka,12,12A,,"Chemia, wyposażenie kuchni mikrofalówka.",Brak możliwości zakupu wszystkich niezbędnych rzeczy.,
Joanna Kasicka,12,13A,AD,,,
Joanna Kasicka,12,14A,,,Stan mojego zdrowia jest przeszkodą nie poprawia się.,
Joanna Kasicka,12,15A,A,,Ocena pozytywna.,
Joanna Kasicka,12,15A,B,,Ocena pozytywna.,
Joanna Kasicka,12,15A,C,,Nie korzystałam.,
Joanna Kasicka,12,15A,D,,Nie korzystałam.,
Joanna Kasicka,12,15A,E,,Ocena pozytywna.,
Joanna Kasicka,12,15A,F,,Ocena negatywna.,
Joanna Kasicka,12,15A,G,,Ocena pozytywna.,
Joanna Kasicka,12,15A,H,,Ocena pozytywna.,
Joanna Kasicka,12,15A,I,,Nie korzystałam.,
Joanna Kasicka,12,15A,J,,Nie korzystałam.,
Joanna Kasicka,12,15A,K,,Nie korzystałam.,
Joanna Kasicka,12,15A,L,,Nie korzystałam.,
Joanna Kasicka,12,15A,M,,,
Joanna Kasicka,12,16A,,Chałpnictwo składanie dlugopisów.,Praca zdalna.,
Joanna Kasicka,12,17A,D,Boją się oceny sąsiadów środowiska.,,
Joanna Kasicka,12,18A,C,,,
Joanna Kasicka,12,19A,A,,,
Joanna Kasicka,12,20A,,Twierdzi że tylko pewne grupy osób są uprzywilejowane w otrzymywaniu pomocy.,Państwo powinno zwiększyć nakłady na pomoc obywatelom.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
