Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,18,1,A,,,
Joanna Kasicka,18,2,A,,,
Joanna Kasicka,18,3,A,,,
Joanna Kasicka,18,4A,B,,,
Joanna Kasicka,18,5A,B,,,
Joanna Kasicka,18,6A,C,,,
Joanna Kasicka,18,7A,F,Lęk przez COVID 19,,
Joanna Kasicka,18,8A,F,,,
Joanna Kasicka,18,9A,C,,,
Joanna Kasicka,18,10A,K,,,
Joanna Kasicka,18,11A,ADF,,,
Joanna Kasicka,18,12A,,,Strach o jutro. ,
Joanna Kasicka,18,13A,GD,,,
Joanna Kasicka,18,14A,,,Ciągły lęk o swoje życie.,
Joanna Kasicka,18,15A,A,,,
Joanna Kasicka,18,15A,B,,,
Joanna Kasicka,18,15A,C,,,
Joanna Kasicka,18,15A,D,,,
Joanna Kasicka,18,15A,E,,,
Joanna Kasicka,18,15A,F,,,
Joanna Kasicka,18,15A,G,,,
Joanna Kasicka,18,15A,H,,,
Joanna Kasicka,18,15A,I,,,
Joanna Kasicka,18,15A,J,,,
Joanna Kasicka,18,15A,K,,,
Joanna Kasicka,18,15A,L,,,
Joanna Kasicka,18,15A,M,,,
Joanna Kasicka,18,16A,,,Pomoc psychologiczna terapia która byłaby skuteczna.,
Joanna Kasicka,18,17A,AB,,,
Joanna Kasicka,18,18A,C,,,
Joanna Kasicka,18,19A,A,,,
Joanna Kasicka,18,20A,,,Nie wiem co dodać. Tylko tyle że dzięki ludziom w MAYDAY pojawia się uśmiech.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
