Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,12,1,A,,,
Joanna Kasicka,12,2,A,,,
Joanna Kasicka,12,3,A,,,
Joanna Kasicka,12,4A,B,,,
Joanna Kasicka,12,5A,B,,,
Joanna Kasicka,12,6A,B,,,
Joanna Kasicka,12,7A,C,,,
Joanna Kasicka,12,8A,D,,,
Joanna Kasicka,12,9A,B,,,
Joanna Kasicka,12,10A,L,,,
Joanna Kasicka,12,11A,ADFL,,,
Joanna Kasicka,12,12A,,,Złe samopoczucie spowodowane niemocą w poprawieniu poziomu swojego życia.,
Joanna Kasicka,12,13A,D,,,
Joanna Kasicka,12,14A,,,Ciągła terapia uniemożliwia mi podjęcia stałej pracy.,
Joanna Kasicka,12,15A,A,,Ocenta pozytywna.,
Joanna Kasicka,12,15A,B,,Ocenta pozytywna.,
Joanna Kasicka,12,15A,C,,Nie korzystałam.,
Joanna Kasicka,12,15A,D,,Nie korzystałam.,
Joanna Kasicka,12,15A,E,,Ocenta pozytywna.,
Joanna Kasicka,12,15A,F,Oferta poniżej kwalifikacji.,Ocena negatywna.,
Joanna Kasicka,12,15A,G,,Ocena pozytywna.,
Joanna Kasicka,12,15A,H,,Nie korzystałam.,
Joanna Kasicka,12,15A,I,,Nie korzystałam.,
Joanna Kasicka,12,15A,J,,Nie korzystałam.,
Joanna Kasicka,12,15A,K,,Nie korzystałam.,
Joanna Kasicka,12,15A,L,,Nie korzystałam.,
Joanna Kasicka,12,15A,M,,,
Joanna Kasicka,12,16A,,,Większe świadczenia renta. ,
Joanna Kasicka,12,17A,A,,,
Joanna Kasicka,12,18A,C,,,
Joanna Kasicka,12,19A,A,,,
Joanna Kasicka,12,20A,,,"Skuteczne formy pomocy dostosowane do poszczególnych osób potrzebujących w trudnej sytuacji życiowej, materialnej. ",
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
