Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,31,1,A,,,
Joanna Kasicka,31,2,A,,,
Joanna Kasicka,31,3,A,,,
Joanna Kasicka,31,4A,B,,,
Joanna Kasicka,31,5A,B,,Zasiłki z MOPS okresowy i celowy m.in. zakup żywności.,
Joanna Kasicka,31,6A,C,,,
Joanna Kasicka,31,7A,F,,,
Joanna Kasicka,31,8A,F,Odpowiedź jak w pytaniu 5,,
Joanna Kasicka,31,9A,A,,,
Joanna Kasicka,31,10A,M,,,
Joanna Kasicka,31,11A,AFJ,,,
Joanna Kasicka,31,12A,,,Wysokie ceny podstawowych produktów,
Joanna Kasicka,31,13A,A,,,
Joanna Kasicka,31,14A,,Wypadek śmiertelny członka rodziny,Nie możność pogodzenia się ze stratą bliskiej osoby.,
Joanna Kasicka,31,15A,A,,Ocena pozytywna.,
Joanna Kasicka,31,15A,B,,Ocena pozytywna.,
Joanna Kasicka,31,15A,C,,Nie korzystałam.,
Joanna Kasicka,31,15A,D,,Nie korzystałam.,
Joanna Kasicka,31,15A,E,,Ocena pozytywna.,
Joanna Kasicka,31,15A,F,,Ocena negatywna.,
Joanna Kasicka,31,15A,G,,Ocena pozytywna.,
Joanna Kasicka,31,15A,H,,Nie korzystałam.,
Joanna Kasicka,31,15A,I,,Nie korzystałam.,
Joanna Kasicka,31,15A,J,,Nie korzystałam.,
Joanna Kasicka,31,15A,K,,Nie korzystałam.,
Joanna Kasicka,31,15A,L,,Nie korzystałam.,
Joanna Kasicka,31,15A,M,,,
Joanna Kasicka,31,16A,,,"Szkolenia, kursy podnoszące kwalifikacje zawodowe.",
Joanna Kasicka,31,17A,D,,,
Joanna Kasicka,31,18A,C,,,
Joanna Kasicka,31,19A,A,,,
Joanna Kasicka,31,20A,,,Zmniejszenie cen biletów komunikacji miejskiej.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
