Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,27,1,A,,,
Joanna Kasicka,27,2,A,,,
Joanna Kasicka,27,3,A,,,
Joanna Kasicka,27,4A,B,,,
Joanna Kasicka,27,5A,B,,,
Joanna Kasicka,27,6A,B,,,
Joanna Kasicka,27,7A,A,,,
Joanna Kasicka,27,8A,E,,,
Joanna Kasicka,27,9A,A,,,
Joanna Kasicka,27,10A,M,,,
Joanna Kasicka,27,11A,ACE,,,
Joanna Kasicka,27,12A,,,Brak możliwości zakupu wszystkich niezbędnych rzeczy.,
Joanna Kasicka,27,13A,AD,,,
Joanna Kasicka,27,14A,,,Stan mojego zdrowia jest przeszkodą.,
Joanna Kasicka,27,15A,A,,Ocena pozytywna.,
Joanna Kasicka,27,15A,B,,Ocena pozytywna.,
Joanna Kasicka,27,15A,C,,Nie korzystałam,
Joanna Kasicka,27,15A,D,,Nie korzystałam,
Joanna Kasicka,27,15A,E,,Ocena pozytywna.,
Joanna Kasicka,27,15A,F,,Ocena negatywna.,
Joanna Kasicka,27,15A,G,,Ocena pozytywna.,
Joanna Kasicka,27,15A,H,,Ocena pozytywna.,
Joanna Kasicka,27,15A,I,,Nie korzystałam,
Joanna Kasicka,27,15A,J,,Nie korzystałam,
Joanna Kasicka,27,15A,K,,Nie korzystałam,
Joanna Kasicka,27,15A,L,,Nie korzystałam,
Joanna Kasicka,27,15A,M,,,
Joanna Kasicka,27,16A,,,Wyższe źródło dochodu.,
Joanna Kasicka,27,17A,D,Boją się oceny sąsiadów środowiska.,,
Joanna Kasicka,27,18A,C,,,
Joanna Kasicka,27,19A,A,,,
Joanna Kasicka,27,20A,,,Zwiększyć nakłady na pomoc obywatelom. Uproszczenie procedur do otrzymania pomocy.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
