Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,39,1,B,,,
Joanna Kasicka,39,2,A,,,
Joanna Kasicka,39,3,A,,,
Joanna Kasicka,39,4A,B,,,
Joanna Kasicka,39,5A,A,,,
Joanna Kasicka,39,6A,D,,,
Joanna Kasicka,39,7A,F,,,
Joanna Kasicka,39,8A,F,Zbieranie surowców wtórnych.,,
Joanna Kasicka,39,9A,B,,,
Joanna Kasicka,39,10A,M,,,
Joanna Kasicka,39,11A,ACDE,,,
Joanna Kasicka,39,12A,,,Całokształt mojego życia brak rodziny żony dzieci.,
Joanna Kasicka,39,13A,A,,,
Joanna Kasicka,39,14A,,,Mam problemy z odnalezieniem się w nowych miejscach.,
Joanna Kasicka,39,15A,A,,Ocena pozytywna.,
Joanna Kasicka,39,15A,B,,Ocena pozytywna.,
Joanna Kasicka,39,15A,C,,Niekorzystałem.,
Joanna Kasicka,39,15A,D,,Niekorzystałem.,
Joanna Kasicka,39,15A,E,,Ocena pozytywna.,
Joanna Kasicka,39,15A,F,,Niekorzystałem.,
Joanna Kasicka,39,15A,G,,Ocena pozytywna.,
Joanna Kasicka,39,15A,H,,Niekorzystałem.,
Joanna Kasicka,39,15A,I,,Niekorzystałem.,
Joanna Kasicka,39,15A,J,,Niekorzystałem.,
Joanna Kasicka,39,15A,K,,Niekorzystałem.,
Joanna Kasicka,39,15A,L,,Niekorzystałem.,
Joanna Kasicka,39,15A,M,,,
Joanna Kasicka,39,16A,,,Znalezienie stałej pracy.,
Joanna Kasicka,39,17A,G,,Nie znam.,
Joanna Kasicka,39,18A,C,,,
Joanna Kasicka,39,19A,A,,,
Joanna Kasicka,39,20A,,,Nic nie chcę dodać.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
