Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,14,1,A,,,
Joanna Kasicka,14,2,A,,,
Joanna Kasicka,14,3,A,,,
Joanna Kasicka,14,4A,B,,,
Joanna Kasicka,14,5A,A,,,
Joanna Kasicka,14,6A,C,,Utrata pracy likwidacja zakładu spowodowanego sytuacją COVID19,
Joanna Kasicka,14,7A,H,,Pandemia COVID 19,
Joanna Kasicka,14,8A,F,,,
Joanna Kasicka,14,9A,A,,,
Joanna Kasicka,14,10A,M,,,
Joanna Kasicka,14,11A,ABCD,,,
Joanna Kasicka,14,12A,,,Proszenie o pomoc w instytucjach pomocowych MOPS. Czuję się żebraczka a wręcz naciągaczką w odbiorze pracowników MOPS.,
Joanna Kasicka,14,13A,A,,,
Joanna Kasicka,14,14A,,,Zbyt niskie proponowane wynagrodzenie.,
Joanna Kasicka,14,15A,A,,Trudno powiedzieć.,
Joanna Kasicka,14,15A,B,,Ocena pozytywna.,
Joanna Kasicka,14,15A,C,,Nie korzystałam.,
Joanna Kasicka,14,15A,D,,Nie korzystałam.,
Joanna Kasicka,14,15A,E,,Ocena pozytywna.,
Joanna Kasicka,14,15A,F,,Nie korzystałam.,
Joanna Kasicka,14,15A,G,,Ocena pozytywna.,
Joanna Kasicka,14,15A,H,,Nie korzystałam.,
Joanna Kasicka,14,15A,I,,Nie korzystałam.,
Joanna Kasicka,14,15A,J,,Nie korzystałam.,
Joanna Kasicka,14,15A,K,,Nie korzystałam.,
Joanna Kasicka,14,15A,L,,Nie korzystałam.,
Joanna Kasicka,14,15A,M,,,
Joanna Kasicka,14,16A,,,Praca na etat za godziwe wynagrodzenie.,
Joanna Kasicka,14,17A,A,,,
Joanna Kasicka,14,18A,C,,,
Joanna Kasicka,14,19A,A,,,
Joanna Kasicka,14,20A,,,Nic.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
