Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Joanna Kasicka,04,1,A,,,
Joanna Kasicka,04,2,A,,,
Joanna Kasicka,04,3,A,,,
Joanna Kasicka,04,4A,B,,,
Joanna Kasicka,04,5A,B,,Źródło dochodu emerytura.,
Joanna Kasicka,04,6A,A,Od marca 2022,,
Joanna Kasicka,04,7A,I,Osiągnięcie wieku emerytalnego,,
Joanna Kasicka,04,8A,C,,,
Joanna Kasicka,04,9A,C,,,
Joanna Kasicka,04,10A,K,,,
Joanna Kasicka,04,11A,F,,,
Joanna Kasicka,04,12A,,,Podwyżka cen żywności i usług oraz lekarstw.,
Joanna Kasicka,04,13A,I,,,
Joanna Kasicka,04,14A,,,Nie podejmowałam żadnych działań ze względy na stan zdrowia.,
Joanna Kasicka,04,15A,A,,Ocena pozytywna.,
Joanna Kasicka,04,15A,B,,Nie korzystałam.,
Joanna Kasicka,04,15A,C,,Nie korzystałam.,
Joanna Kasicka,04,15A,D,,Nie korzystałam.,
Joanna Kasicka,04,15A,E,,Ocena pozytywna.,
Joanna Kasicka,04,15A,F,,Nie korzystałam.,
Joanna Kasicka,04,15A,G,,Ocena pozytywna.,
Joanna Kasicka,04,15A,H,,Nie korzystałam.,
Joanna Kasicka,04,15A,I,,Nie korzystałam.,
Joanna Kasicka,04,15A,J,,Ocena pozytywna,
Joanna Kasicka,04,15A,K,,Nie korzystałam.,
Joanna Kasicka,04,15A,L,,Nie korzystałam.,
Joanna Kasicka,04,15A,M,,,
Joanna Kasicka,04,16A,,,Podwyżki emerytury do kwoty 2500 netto. Oraz pomoc żywnościowa BŻK.,
Joanna Kasicka,04,17A,G,Nie zna ,,
Joanna Kasicka,04,18A,C,,,
Joanna Kasicka,04,19A,A,,,
Joanna Kasicka,04,20A,,,Nagłośnienie skali  potrzebnej pomocy.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Joanna Kasicka,,,
