Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,15,1,B,,,
Maria Dobrowolska  - Krzysztoforska ,15,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,15,3,A,,,
Maria Dobrowolska  - Krzysztoforska ,15,4A,B,,,
Maria Dobrowolska  - Krzysztoforska ,15,5A,A,,,
Maria Dobrowolska  - Krzysztoforska ,15,6A,A,,,
Maria Dobrowolska  - Krzysztoforska ,15,7A,A,,,
Maria Dobrowolska  - Krzysztoforska ,15,8A,A,,,
Maria Dobrowolska  - Krzysztoforska ,15,9A,B,,,
Maria Dobrowolska  - Krzysztoforska ,15,10A,H,,,
Maria Dobrowolska  - Krzysztoforska ,15,11A,M,,,
Maria Dobrowolska  - Krzysztoforska ,15,12A,,,"uzyskanie odpowiedzialnej pracy, która dawałaby mi możliwość wynajęcia mieszkania i utrzymania siebie  ",
Maria Dobrowolska  - Krzysztoforska ,15,13A,A,,,
Maria Dobrowolska  - Krzysztoforska ,15,14A,,,"ze względu na zdrowie, a także braku kwalifikacji zawodowych w celu uzyskania stałej pracy",
Maria Dobrowolska  - Krzysztoforska ,15,15A,A,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,15,15A,B,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,15,15A,C,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,15,15A,D,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,15,15A,E,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,15,15A,F,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,15,15A,G,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,15,15A,H,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,15,15A,I,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,15,15A,J,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,15,15A,K,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,15,15A,L,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,15,16A,,,uzyskanie godziwej pracy i mieszkania ,
Maria Dobrowolska  - Krzysztoforska ,15,17A,"C,D",,,
Maria Dobrowolska  - Krzysztoforska ,15,18A,C,,,
Maria Dobrowolska  - Krzysztoforska ,15,19A,B,,,
Maria Dobrowolska  - Krzysztoforska ,15,20A,,,doradztwo zawodowe w celu pozyskania zatrudnienia i pomoc w pisaniu CV oraz darmowa pomoc prawna z UMK w pisaniu odpowiedzi na niezrozumiałą treść prawną otrzymaną z UMK i ZUS ,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
