Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,6,1,B,,,
Maria Dobrowolska  - Krzysztoforska ,6,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,6,3,A,,,
Maria Dobrowolska  - Krzysztoforska ,6,4A,B,,,
Maria Dobrowolska  - Krzysztoforska ,6,5A,B,,,
Maria Dobrowolska  - Krzysztoforska ,6,6A,D,,,
Maria Dobrowolska  - Krzysztoforska ,6,7A,A,,,
Maria Dobrowolska  - Krzysztoforska ,6,8A,C,,,
Maria Dobrowolska  - Krzysztoforska ,6,9A,A,,,
Maria Dobrowolska  - Krzysztoforska ,6,10A,A,,,
Maria Dobrowolska  - Krzysztoforska ,6,11A,M,,,
Maria Dobrowolska  - Krzysztoforska ,6,12A,,,Rosnące płatności mieszkaniowe drogie utrzymanie i leki ,
Maria Dobrowolska  - Krzysztoforska ,6,13A,"D,F",,,
Maria Dobrowolska  - Krzysztoforska ,6,14A,,,"Nie rokuje na poprawę zdrowia, a pomoc jest nietrwałą tylko okresowa ",
Maria Dobrowolska  - Krzysztoforska ,6,15A,A,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,6,15A,B,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,6,15A,C,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,6,15A,D,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,6,15A,E,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,6,15A,F,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,6,15A,G,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,6,15A,H,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,6,15A,I,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,6,15A,J,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,6,15A,K,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,6,15A,L,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,6,16A,,,Niższe opłaty mieszkaniowe i pozostałe m.in. leki,
Maria Dobrowolska  - Krzysztoforska ,6,17A,"B,C,D",,,
Maria Dobrowolska  - Krzysztoforska ,6,18A,C,,,
Maria Dobrowolska  - Krzysztoforska ,6,19A,B,,,
Maria Dobrowolska  - Krzysztoforska ,6,20A,,,"Popraw dostępu do Urzędów oraz przyjmowania petentów przez urzędników, a także komunikacji przez telefon i infolinię ponieważ nie są odbierane telefony. ",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
