Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,19,1,A,,,
Maria Dobrowolska  - Krzysztoforska ,19,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,19,3,A,,,
Maria Dobrowolska  - Krzysztoforska ,19,4A,B,,,
Maria Dobrowolska  - Krzysztoforska ,19,5A,B,,,
Maria Dobrowolska  - Krzysztoforska ,19,6A,D,,,
Maria Dobrowolska  - Krzysztoforska ,19,7A,A,,,
Maria Dobrowolska  - Krzysztoforska ,19,8A,D,,,
Maria Dobrowolska  - Krzysztoforska ,19,9A,A,,,
Maria Dobrowolska  - Krzysztoforska ,19,10A,I,,,
Maria Dobrowolska  - Krzysztoforska ,19,11A,M,,,
Maria Dobrowolska  - Krzysztoforska ,19,12A,,,brakuje mi pieniędzy na podstawowe potrzeby życiowe ,
Maria Dobrowolska  - Krzysztoforska ,19,13A,"D,E,F,G",,,
Maria Dobrowolska  - Krzysztoforska ,19,14A,,,z powodu choroby psychicznej ,
Maria Dobrowolska  - Krzysztoforska ,19,15A,A,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,19,15A,B,,TRUDNO POWIEDZIEĆ ,
Maria Dobrowolska  - Krzysztoforska ,19,15A,C,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,19,15A,D,,POZYTYWNA ,
Maria Dobrowolska  - Krzysztoforska ,19,15A,E,,TRUDNO POWIEDZIEĆ ,
Maria Dobrowolska  - Krzysztoforska ,19,15A,F,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,19,15A,G,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,19,15A,H,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,19,15A,I,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,19,15A,J,,NEGATYWNA,
Maria Dobrowolska  - Krzysztoforska ,19,15A,K,,POZYTYWNA ,
Maria Dobrowolska  - Krzysztoforska ,19,15A,L,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,19,16A,,,nieodbieranie renty rodzinnej przez opiekuna prawnego i pomoc prawna od osób trzecich ,
Maria Dobrowolska  - Krzysztoforska ,19,17A,D,,,
Maria Dobrowolska  - Krzysztoforska ,19,18A,C,,,
Maria Dobrowolska  - Krzysztoforska ,19,19A,B,,,
Maria Dobrowolska  - Krzysztoforska ,19,20A,,,pomoc kompetentnych asystentów socjalnych i większe zainteresowanie urzędników Krakowa ,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
