Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,3,1,A,,,
Maria Dobrowolska  - Krzysztoforska ,3,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,3,3,A,,,
Maria Dobrowolska  - Krzysztoforska ,3,4A,B,,,
Maria Dobrowolska  - Krzysztoforska ,3,5A,B,,,
Maria Dobrowolska  - Krzysztoforska ,3,6A,A,,,
Maria Dobrowolska  - Krzysztoforska ,3,7A,C,,,
Maria Dobrowolska  - Krzysztoforska ,3,8A,C,,,
Maria Dobrowolska  - Krzysztoforska ,3,9A,D,,,
Maria Dobrowolska  - Krzysztoforska ,3,10A,C,,,
Maria Dobrowolska  - Krzysztoforska ,3,11A,M,,,
Maria Dobrowolska  - Krzysztoforska ,3,12A,,,"Brakuje mi na podstawowe potrzeby życiowe tj. leki, opłaty, odzież, wyżywienie, na wyjazdy do rodziny, a tym samym na kontakty międzyludzkie. ",
Maria Dobrowolska  - Krzysztoforska ,3,13A,"D,E,F,G",,,
Maria Dobrowolska  - Krzysztoforska ,3,14A,,,Ponieważ rodzina żyje w skrajnej biedzie i z marnych środków własnych nie jest wstanie mnie przyjąć i zapewnić gościnność bądź utrzymanie.,
Maria Dobrowolska  - Krzysztoforska ,3,15A,A,,NEGATYWNA,
Maria Dobrowolska  - Krzysztoforska ,3,15A,B,,NEGATYWNA,
Maria Dobrowolska  - Krzysztoforska ,3,15A,C,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,3,15A,D,,TRUDN POWIEDZIEĆ ,
Maria Dobrowolska  - Krzysztoforska ,3,15A,E,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,3,15A,F,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,3,15A,G,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,3,15A,H,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,3,15A,I,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,3,15A,J,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,3,15A,K,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,3,15A,L,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,3,16A,,,Podwyżka emerytury i pomoc osób trzecich ,
Maria Dobrowolska  - Krzysztoforska ,3,17A,"C,D,E",,,
Maria Dobrowolska  - Krzysztoforska ,3,18A,C,,,
Maria Dobrowolska  - Krzysztoforska ,3,19A,B,,,
Maria Dobrowolska  - Krzysztoforska ,3,20A,,,"Poprawa informacji i lepszy kontakt z urzędnikami, służbą zdrowia, a także dostępem do bezpłatnej pomocy prawnej oraz z organami państwowymi i Policją",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
