Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,14,1,B,,,
Maria Dobrowolska  - Krzysztoforska ,14,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,14,3,A,,,
Maria Dobrowolska  - Krzysztoforska ,14,4A,B,,,
Maria Dobrowolska  - Krzysztoforska ,14,5A,A,,,
Maria Dobrowolska  - Krzysztoforska ,14,6A,B,,,
Maria Dobrowolska  - Krzysztoforska ,14,7A,A,,,
Maria Dobrowolska  - Krzysztoforska ,14,8A,F,,,
Maria Dobrowolska  - Krzysztoforska ,14,9A,B,,,
Maria Dobrowolska  - Krzysztoforska ,14,10A,P,,,
Maria Dobrowolska  - Krzysztoforska ,14,11A,M,,,
Maria Dobrowolska  - Krzysztoforska ,14,12A,,,choroba i niskie dochody nie pozwalają mi godnie żyć ,
Maria Dobrowolska  - Krzysztoforska ,14,13A,"A, D, E, F",,,
Maria Dobrowolska  - Krzysztoforska ,14,14A,,,z powodu choroby nie mogę uzyskać pracy i jestem skazany na pomoc instytucji publicznych ,
Maria Dobrowolska  - Krzysztoforska ,14,15A,A,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,14,15A,B,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,14,15A,C,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,14,15A,D,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,14,15A,E,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,14,15A,F,,TRUDNO POWIEDZIEĆ,
Maria Dobrowolska  - Krzysztoforska ,14,15A,G,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,14,15A,H,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,14,15A,I,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,14,15A,J,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,14,15A,K,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,14,15A,L,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,14,16A,,,powrót do zdrowia i znalezienie stałego zatrudnia ,
Maria Dobrowolska  - Krzysztoforska ,14,17A,"B,C,D",,,
Maria Dobrowolska  - Krzysztoforska ,14,18A,C,,,
Maria Dobrowolska  - Krzysztoforska ,14,19A,A,,,
Maria Dobrowolska  - Krzysztoforska ,14,20A,,,nie wiem ,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
