Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,16,1,B,,,
Maria Dobrowolska  - Krzysztoforska ,16,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,16,3,A,,,
Maria Dobrowolska  - Krzysztoforska ,16,4A,B,,,
Maria Dobrowolska  - Krzysztoforska ,16,5A,B,,,
Maria Dobrowolska  - Krzysztoforska ,16,6A,D,,,
Maria Dobrowolska  - Krzysztoforska ,16,7A,F,,,
Maria Dobrowolska  - Krzysztoforska ,16,8A,A,,,
Maria Dobrowolska  - Krzysztoforska ,16,9A,A,,,
Maria Dobrowolska  - Krzysztoforska ,16,10A,R,,,
Maria Dobrowolska  - Krzysztoforska ,16,11A,M,,,
Maria Dobrowolska  - Krzysztoforska ,16,12A,,,"najbardziej doskwiera mi to, że nie mam środków finansowych na wynajem mieszkania, brakuje mi na żywność i godne życie ",
Maria Dobrowolska  - Krzysztoforska ,16,13A,A,,,
Maria Dobrowolska  - Krzysztoforska ,16,14A,,,nie znalazłem stałego zatrudnienia. Mam chorobę psychiczną i trudności z wykupieniem leków,
Maria Dobrowolska  - Krzysztoforska ,16,15A,A,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,16,15A,B,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,16,15A,C,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,16,15A,D,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,16,15A,E,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,16,15A,F,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,16,15A,G,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,16,15A,H,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,16,15A,I,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,16,15A,J,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,16,15A,K,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,16,15A,L,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,16,15A,,,znalezienie pracy dla osób z chorobą psychiczną ,
Maria Dobrowolska  - Krzysztoforska ,16,15A,D,,,
Maria Dobrowolska  - Krzysztoforska ,16,15A,C,,,
Maria Dobrowolska  - Krzysztoforska ,16,15A,B,,,
Maria Dobrowolska  - Krzysztoforska ,16,15A,,,NIC,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
