Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,2,1,A,,,
Maria Dobrowolska  - Krzysztoforska ,2,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,2,3,B,,,
Maria Dobrowolska  - Krzysztoforska ,2,4B,B,,,
Maria Dobrowolska  - Krzysztoforska ,2,5B,C,,,
Maria Dobrowolska  - Krzysztoforska ,2,6B,A-2,,,
Maria Dobrowolska  - Krzysztoforska ,2,7B,A,,,
Maria Dobrowolska  - Krzysztoforska ,2,8B,B,,,
Maria Dobrowolska  - Krzysztoforska ,2,9B,C,,,
Maria Dobrowolska  - Krzysztoforska ,2,10B,C,,,
Maria Dobrowolska  - Krzysztoforska ,2,11B,C,,,
Maria Dobrowolska  - Krzysztoforska ,2,12B,C,,,
Maria Dobrowolska  - Krzysztoforska ,2,13B,M,,,
Maria Dobrowolska  - Krzysztoforska ,2,14B,,,"Brakuje mi na podstawowe potrzeby życiowe, a tym samym na spotkania towarzyskie, a jako senior z niepełnosprawnością przez to dokucza mi samotność. Z powodów ekonomicznych nie mam możliwości korzystania z kina, wycieczek i teatru.",
Maria Dobrowolska  - Krzysztoforska ,2,15B,"A,C,D,E,F,G",,,
Maria Dobrowolska  - Krzysztoforska ,2,16B,,,"Choroba i niepełnosprawność oraz wiek, są powodem braku zainteresowania pracodawców zatrudnieniem mojej osoby.",
Maria Dobrowolska  - Krzysztoforska ,2,17B,A,,NIE KORZYSTAŁAM ,
Maria Dobrowolska  - Krzysztoforska ,2,17B,B,,NIEGATYWNA,
Maria Dobrowolska  - Krzysztoforska ,2,17B,C,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,2,17B,D,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,2,17B,E,,NEGATYWNA,
Maria Dobrowolska  - Krzysztoforska ,2,17B,F,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,2,17B,G,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,2,17B,H,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,2,17B,I,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,2,17B,J,,TRUDNO POWIEDZIEĆ ,
Maria Dobrowolska  - Krzysztoforska ,2,17B,K,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,2,17B,L,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,2,18B,,,"Poprawa zdrowia i zainteresowanie pracodawców osobami z niepełnosprawnościami. Większe zainteresowanie urzędników z UMK mieszkańcami, a także ich problemami należącymi do ich kompetencji. Niezamykanie się przed kontaktem z petentami z powodu Covidu w okresie letnim, kiedy to zostały zniesione obostrzenia. Poprawa sytuacji w dostępie do służby zdrowia, a w szczególności na SOR.",
Maria Dobrowolska  - Krzysztoforska ,2,19B,"C,D,E",,,
Maria Dobrowolska  - Krzysztoforska ,2,19 A,B,,,
Maria Dobrowolska  - Krzysztoforska ,2,20B,C,,,
Maria Dobrowolska  - Krzysztoforska ,2,21B,,,"Pragnę zwrócić uwagę na fakt braku zainteresowania pracowników UMK oraz radnych i Prezydenta Miasta Krakowa kontaktem z mieszkańcami i ich sprawami. Urzędnicy odsyłają seniorów i osoby z niepełnosprawnościami do zasięgnięcia informacji na stronach internetowych zamiast udzielić wyjaśnień bezpośredni. Nie przyjmują jakby do wiadomości, że seniorzy mogą nie posiadać dostępu do Internetu, oraz urządzeń służących do tego celu, i że nie potrafią z niego korzystania.",
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
