Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,8,1,B,,,
Maria Dobrowolska  - Krzysztoforska ,8,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,8,3,A,,,
Maria Dobrowolska  - Krzysztoforska ,8,4A,B,,,
Maria Dobrowolska  - Krzysztoforska ,8,5A,B,,,
Maria Dobrowolska  - Krzysztoforska ,8,6A,D,,,
Maria Dobrowolska  - Krzysztoforska ,8,7A,A,,,
Maria Dobrowolska  - Krzysztoforska ,8,8A,A,,,
Maria Dobrowolska  - Krzysztoforska ,8,9A,B,,,
Maria Dobrowolska  - Krzysztoforska ,8,10A,R,,,
Maria Dobrowolska  - Krzysztoforska ,8,11A,M,,,
Maria Dobrowolska  - Krzysztoforska ,8,12A,,,"Rosnące opłaty mieszkaniowe, drogie leki oraz żywność.",
Maria Dobrowolska  - Krzysztoforska ,8,13A,"A,C,D,E,F",,,
Maria Dobrowolska  - Krzysztoforska ,8,14A,,,"z powodu choroby i zbyt niskiego wynagrodzenia, które nie starcza na podstawowe wydatki życiowe ",
Maria Dobrowolska  - Krzysztoforska ,8,15A,A,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,8,15A,B,,NEGATYWNA,
Maria Dobrowolska  - Krzysztoforska ,8,15A,C,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,8,15A,D,,POZYTYWNIE,
Maria Dobrowolska  - Krzysztoforska ,8,15A,E,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,8,15A,F,,TRUDNO POWIEDZIEĆ,
Maria Dobrowolska  - Krzysztoforska ,8,15A,G,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,8,15A,H,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,8,15A,I,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,8,15A,J,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,8,15A,K,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,8,15A,L,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,8,16A,,,"lepszy dostęp do informacji i zainteresowanie Miasta Krakowa pogarszającą się sytuacją podwyżek dla mieszkańców za mieszkania komunalne w stosunku do niskich dochodów, a także aktualizacja progów dochodowych stosownie do lat wzrostu wynagrodzenia, a nie według tych samych kryteriów dochodowych, co obowiązywały w roku 2018 dla osób starających się o obniżki, tylko według wynagrodzenia w roku kalendarzowym 2022",
Maria Dobrowolska  - Krzysztoforska ,8,17A,D,,,
Maria Dobrowolska  - Krzysztoforska ,8,18A,C,,,
Maria Dobrowolska  - Krzysztoforska ,8,19A,C,,,
Maria Dobrowolska  - Krzysztoforska ,8,20A,,,"poprawa stosunku UMK i urzędników do aktualizowania progów dochodowych adekwatnie do lat, w których zmienia się stopa wynagrodzenia ",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
