Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,20,1,B,,,
Maria Dobrowolska  - Krzysztoforska ,20,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,20,3,A,,,
Maria Dobrowolska  - Krzysztoforska ,20,4A,B,,,
Maria Dobrowolska  - Krzysztoforska ,20,5A,B,,,
Maria Dobrowolska  - Krzysztoforska ,20,6A,E,,,
Maria Dobrowolska  - Krzysztoforska ,20,7A,A,,,
Maria Dobrowolska  - Krzysztoforska ,20,8A,D,,,
Maria Dobrowolska  - Krzysztoforska ,20,9A,B,,,
Maria Dobrowolska  - Krzysztoforska ,20,10A,O,,,
Maria Dobrowolska  - Krzysztoforska ,20,11A,M,,,
Maria Dobrowolska  - Krzysztoforska ,20,12A,,,niska renta rodzinna spowodowała ze brakowało mi na opłaty i chcą mi odebrać mieszkanie spółdzielcze ,
Maria Dobrowolska  - Krzysztoforska ,20,13A,"E,F",,,
Maria Dobrowolska  - Krzysztoforska ,20,14A,,,"brak dostępu do bezpłatnej pomocy prawnej zwłaszcza od 2020 roku, z powodu pandemii ",
Maria Dobrowolska  - Krzysztoforska ,20,15A,A,,NEGATYWNA,
Maria Dobrowolska  - Krzysztoforska ,20,15A,B,,NEGATYWNA,
Maria Dobrowolska  - Krzysztoforska ,20,15A,C,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,20,15A,D,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,20,15A,E,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,20,15A,F,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,20,15A,G,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,20,15A,H,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,20,15A,I,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,20,15A,J,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,20,15A,K,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,20,15A,L,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,20,16A,,,"pomoc w utrzymaniu mieszkania i w spłacie zadłużenia, bezpłatna pomoc prawna oraz pomoc asystenta społecznego w nieporadności ",
Maria Dobrowolska  - Krzysztoforska ,20,17A,C,,,
Maria Dobrowolska  - Krzysztoforska ,20,18A,C,,,
Maria Dobrowolska  - Krzysztoforska ,20,19A,B,,,
Maria Dobrowolska  - Krzysztoforska ,20,20A,,,bezpłatna pomoc prawna dla osób tej pomocy potrzebujących ,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
