Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,11,1,A,,,
Maria Dobrowolska  - Krzysztoforska ,11,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,11,3,A,,,
Maria Dobrowolska  - Krzysztoforska ,11,4A,B,,,
Maria Dobrowolska  - Krzysztoforska ,11,5A,B,,,
Maria Dobrowolska  - Krzysztoforska ,11,6A,A,,,
Maria Dobrowolska  - Krzysztoforska ,11,7A,A,,,
Maria Dobrowolska  - Krzysztoforska ,11,8A,D,,,
Maria Dobrowolska  - Krzysztoforska ,11,9A,B,,,
Maria Dobrowolska  - Krzysztoforska ,11,10A,B,,,
Maria Dobrowolska  - Krzysztoforska ,11,11A,M,,,
Maria Dobrowolska  - Krzysztoforska ,11,12A,,,"To wysokie opłaty, a niski dochód niepozwalający na godne życie i zaspokojenie podstawowych potrzeb życiowych ",
Maria Dobrowolska  - Krzysztoforska ,11,13A,"D,E,F",,,
Maria Dobrowolska  - Krzysztoforska ,11,14A,,,z powodu choroby ,
Maria Dobrowolska  - Krzysztoforska ,11,15A,A,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,11,15A,B,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,11,15A,C,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,11,15A,D,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,11,15A,E,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,11,15A,F,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,11,15A,G,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,11,15A,H,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,11,15A,I,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,11,15A,J,,TRUDNO POWIEDZIEĆ ,
Maria Dobrowolska  - Krzysztoforska ,11,15A,K,,NEGATYWNA,
Maria Dobrowolska  - Krzysztoforska ,11,15A,L,,NIE KORZYSTAŁAM,
Maria Dobrowolska  - Krzysztoforska ,11,16A,,,"odzyskanie zdrowia i szansa uzyskania pracy na zaspokojenie podstawowych potrzeb życiowych, leczenie i opłaty ",
Maria Dobrowolska  - Krzysztoforska ,11,17A,"C,D",,,
Maria Dobrowolska  - Krzysztoforska ,11,18A,C,,,
Maria Dobrowolska  - Krzysztoforska ,11,19A,C,,,
Maria Dobrowolska  - Krzysztoforska ,11,20A,,,"poprawa komunikacji z dostępem do urzędów i bezpłatnej pomocy prawnej, niezbywanie petentów ",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
