Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,12,1,B,,,
Maria Dobrowolska  - Krzysztoforska ,12,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,12,3,A,,,
Maria Dobrowolska  - Krzysztoforska ,12,4A,B,,,
Maria Dobrowolska  - Krzysztoforska ,12,5A,B,,,
Maria Dobrowolska  - Krzysztoforska ,12,6A,E,,,
Maria Dobrowolska  - Krzysztoforska ,12,7A,C,,,
Maria Dobrowolska  - Krzysztoforska ,12,8A,D,,,
Maria Dobrowolska  - Krzysztoforska ,12,9A,B,,,
Maria Dobrowolska  - Krzysztoforska ,12,10A,S,Gmina Wielka Wieś,,
Maria Dobrowolska  - Krzysztoforska ,12,11A,M,,,
Maria Dobrowolska  - Krzysztoforska ,12,12A,,,"Brak środków na poprawę sytuacji zdrowotnej, a co za tym idzie brak możliwości zatrudnienia ",
Maria Dobrowolska  - Krzysztoforska ,12,13A,D,,,
Maria Dobrowolska  - Krzysztoforska ,12,14A,,,z powodu niepełnosprawności i trudności w uzyskaniu pomocy ze strony służby zdrowia  ,
Maria Dobrowolska  - Krzysztoforska ,12,15A,A,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,12,15A,B,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,12,15A,C,,TRUDNO POWIEDZIEĆ ,
Maria Dobrowolska  - Krzysztoforska ,12,15A,D,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,12,15A,E,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,12,15A,F,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,12,15A,G,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,12,15A,H,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,12,15A,I,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,12,15A,J,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,12,15A,K,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,12,15A,L,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,12,16A,,,"Niepodnoszenie opłat za mieszkanie, media i leki. Łatwiejszy dostęp do uzyskania możliwości leczenia, chodzi o lekarzy specjalistów, ponieważ terminy sięgają nawet odległych lat ",
Maria Dobrowolska  - Krzysztoforska ,12,17A,"B,C,D",,,
Maria Dobrowolska  - Krzysztoforska ,12,18A,C,,,
Maria Dobrowolska  - Krzysztoforska ,12,19A,B,,,
Maria Dobrowolska  - Krzysztoforska ,12,20A,,,"poprawa informacji odnośnie możliwości uzyskania pomocy, w tym dostępu do bezpłatnej pomocy prawnej, ponieważ trudności finansowe i życiowe nie sprzyjają na uzyskanie formie płatnej, a nieznajomość przepisów skutkuje, iż nie potrafią znaleźć rozwiązania na pojawiające się trudności życiowe.",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
