Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,4,1,B,,,
Maria Dobrowolska  - Krzysztoforska ,4,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,4,3,A,,,
Maria Dobrowolska  - Krzysztoforska ,4,4A,B,,,
Maria Dobrowolska  - Krzysztoforska ,4,5A,A,,,
Maria Dobrowolska  - Krzysztoforska ,4,6A,C,,,
Maria Dobrowolska  - Krzysztoforska ,4,7A,C,,,
Maria Dobrowolska  - Krzysztoforska ,4,8A,F,,,
Maria Dobrowolska  - Krzysztoforska ,4,9A,B,,,
Maria Dobrowolska  - Krzysztoforska ,4,10A,A,,,
Maria Dobrowolska  - Krzysztoforska ,4,11A,M,,,
Maria Dobrowolska  - Krzysztoforska ,4,12A,,,"najbardziej dotkliwym skutkiem sytuacji ekonomicznej jest dla mnie brak mieszkania i szansy na wynajęcie oraz brak funduszy na utrzymanie i opłaty, a także leczenie ",
Maria Dobrowolska  - Krzysztoforska ,4,13A,"D,E,F",,,
Maria Dobrowolska  - Krzysztoforska ,4,14A,,,"Z powodu braku zdrowia i pogłębiającej się niepełnosprawności, nie mogę uzyskać zatrudnienia, a nie mogę liczyć na trwałą pomoc instytucji powołanych do tego celu. Żyję w złych warunkach mieszkaniowych, co jest nie sprzyjające dla poprawy zdrowia.",
Maria Dobrowolska  - Krzysztoforska ,4,15A,A,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,4,15A,B,,NEGATYWNA,
Maria Dobrowolska  - Krzysztoforska ,4,15A,C,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,4,15A,D,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,4,15A,E,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,4,15A,F,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,4,15A,G,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,4,15A,H,,NIE KORZYSAŁEM,
Maria Dobrowolska  - Krzysztoforska ,4,15A,I,,NIE KORZYSAŁEM,
Maria Dobrowolska  - Krzysztoforska ,4,15A,J,,NIE KORZYSAŁEM,
Maria Dobrowolska  - Krzysztoforska ,4,15A,K,,NIE KORZYSAŁEM,
Maria Dobrowolska  - Krzysztoforska ,4,15A,L,,NIE KORZYSAŁEM,
Maria Dobrowolska  - Krzysztoforska ,4,16A,,,Uzyskanie mieszkania i pracy oraz poprawy zdrowia ,
Maria Dobrowolska  - Krzysztoforska ,4,17A,"C,D,E",,,
Maria Dobrowolska  - Krzysztoforska ,4,18A,C,,,
Maria Dobrowolska  - Krzysztoforska ,4,19A,B,,,
Maria Dobrowolska  - Krzysztoforska ,4,20A,,,"Łatwiejsze otrzymanie mieszkania, ponieważ w Krakowie jest ponad 2-tys. pustostanów, które można by przeznaczyć dla osób potrzebujących. ",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
