Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Maria Dobrowolska  - Krzysztoforska ,17,1,B,,,
Maria Dobrowolska  - Krzysztoforska ,17,2,A,,,
Maria Dobrowolska  - Krzysztoforska ,17,3,A,,,
Maria Dobrowolska  - Krzysztoforska ,17,4A,B,,,
Maria Dobrowolska  - Krzysztoforska ,17,5A,B,,,
Maria Dobrowolska  - Krzysztoforska ,17,6A,B,,,
Maria Dobrowolska  - Krzysztoforska ,17,7A,C,,,
Maria Dobrowolska  - Krzysztoforska ,17,8A,D,,,
Maria Dobrowolska  - Krzysztoforska ,17,9A,C,,,
Maria Dobrowolska  - Krzysztoforska ,17,10A,B,,,
Maria Dobrowolska  - Krzysztoforska ,17,11A,M,,,
Maria Dobrowolska  - Krzysztoforska ,17,12A,,,brak własnego mieszkania a nie stać mnie na wynajem,
Maria Dobrowolska  - Krzysztoforska ,17,13A,D,,,
Maria Dobrowolska  - Krzysztoforska ,17,14A,D,,,
Maria Dobrowolska  - Krzysztoforska ,17,15A,A,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,17,15A,B,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,17,15A,C,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,17,15A,D,,POZYTYWNA,
Maria Dobrowolska  - Krzysztoforska ,17,15A,E,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,17,15A,F,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,17,15A,G,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,17,15A,H,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,17,15A,I,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,17,15A,J,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,17,15A,K,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,17,15A,L,,NIE KORZYSTAŁEM,
Maria Dobrowolska  - Krzysztoforska ,17,16A,,,"własne mieszkanie, ponieważ wynajem jest zbyt drogi, a z moich dochodów nie jestem wstanie wynająć ",
Maria Dobrowolska  - Krzysztoforska ,17,17A,"A,B,C,D,E",,,
Maria Dobrowolska  - Krzysztoforska ,17,18A,A,,,
Maria Dobrowolska  - Krzysztoforska ,17,19A,A,,,
Maria Dobrowolska  - Krzysztoforska ,17,20A,,,Poprawa dostępu do urzędów i służby zdrowia ,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Maria Dobrowolska  - Krzysztoforska ,,,
