Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Hanna Maciejewska,1,1,A,,,
Hanna Maciejewska,1,2,A,,,
Hanna Maciejewska,1,3,A,WYNAJMUJĘ POKÓJ,,
Hanna Maciejewska,1,4A,B,,,
Hanna Maciejewska,1,5A,D,,,
Hanna Maciejewska,1,6A,B,,,
Hanna Maciejewska,1,7A,G,,,
Hanna Maciejewska,1,8A,A,,,
Hanna Maciejewska,1,9A,A,,,
Hanna Maciejewska,1,10A,N,,,
Hanna Maciejewska,1,11A,"C,F,I,J,K,L",,,
Hanna Maciejewska,1,12A,,,"Nie stać mnie na godne życie, pomimo pracy.",
Hanna Maciejewska,1,13A,"A,D,",,,
Hanna Maciejewska,1,14A,,,Z uwagi na moje zadłużenia komornicze.,
Hanna Maciejewska,1,15A,A,,Ocena pozytywna,
Hanna Maciejewska,1,15A,B,,Nie korzystałam/łem,
Hanna Maciejewska,1,15A,C,,Nie korzystałam/łem,
Hanna Maciejewska,1,15A,D,,Nie korzystałam/łem,
Hanna Maciejewska,1,15A,E,,Ocena pozytywna,
Hanna Maciejewska,1,15A,F,,Ocena pozytywna,
Hanna Maciejewska,1,15A,G,,Ocena pozytywna,
Hanna Maciejewska,1,15A,H,,Nie korzystałam/łem,
Hanna Maciejewska,1,15A,I,,Nie korzystałam/łem,
Hanna Maciejewska,1,15A,J,,Ocena negatywna,
Hanna Maciejewska,1,15A,K,,Nie korzystałam/łem,
Hanna Maciejewska,1,15A,L,,,
Hanna Maciejewska,1,16A,,,Spłata zadłużeń,
Hanna Maciejewska,1,17A,"A,B",,,
Hanna Maciejewska,1,18A,C,,,
Hanna Maciejewska,1,19A,F,,,
Hanna Maciejewska,1,20A,,,Potrzeba pomocy darmowych prawników ,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Hanna Maciejewska,,,
