Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Hanna Maciejewska,9,1,A,,,
Hanna Maciejewska,9,2,A,,,
Hanna Maciejewska,9,3,A,,,
Hanna Maciejewska,9,4A,B,,,
Hanna Maciejewska,9,5A,D,,,
Hanna Maciejewska,9,6A,A,,,
Hanna Maciejewska,9,7A,G,,,
Hanna Maciejewska,9,8A,A,,,
Hanna Maciejewska,9,9A,K-A,,,
Hanna Maciejewska,9,10A,M,,,
Hanna Maciejewska,9,11A,M,,,
Hanna Maciejewska,9,12A,,,bezsens życia ,
Hanna Maciejewska,9,13A,"A,D,E,G,",,,
Hanna Maciejewska,9,14A,,,"Mam sporo długów i nie mam mieszkania, ",
Hanna Maciejewska,9,15A,A,,Ocena negatywna,
Hanna Maciejewska,9,15A,B,,Nie korzystałam/łem,
Hanna Maciejewska,9,15A,C,,Nie korzystałam/łem,
Hanna Maciejewska,9,15A,D,,Nie korzystałam/łem,
Hanna Maciejewska,9,15A,E,,Ocena pozytywna,
Hanna Maciejewska,9,15A,F,,Ocena pozytywna,
Hanna Maciejewska,9,15A,G,,Ocena pozytywna,
Hanna Maciejewska,9,15A,H,,Nie korzystałam/łem,
Hanna Maciejewska,9,15A,I,,Nie korzystałam/łem,
Hanna Maciejewska,9,15A,J,,Nie korzystałam/łem,
Hanna Maciejewska,9,15A,K,,Nie korzystałam/łem,
Hanna Maciejewska,9,15A,L,,,
Hanna Maciejewska,9,16A,,,nie wiem,
Hanna Maciejewska,9,17A,"A,B,C,D,E",,,
Hanna Maciejewska,9,18A,B,,,
Hanna Maciejewska,9,19A,F,,,
Hanna Maciejewska,9,20A,,,nie,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Hanna Maciejewska,,,
