Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Hanna Maciejewska,6,1,B,,,
Hanna Maciejewska,6,2,A,,,
Hanna Maciejewska,6,3,A,,,
Hanna Maciejewska,6,4A,B,,,
Hanna Maciejewska,6,5A,D,,,
Hanna Maciejewska,6,6A,B,,,
Hanna Maciejewska,6,7A,G,,,
Hanna Maciejewska,6,8A,A,,,
Hanna Maciejewska,6,9A,M-A,,,
Hanna Maciejewska,6,10A,R,,,
Hanna Maciejewska,6,11A,"C,E,I,J,K,L",,,
Hanna Maciejewska,6,12A,,,"Ciągle martwię się co będzie dalej, ile czasu dam radę tak żyć.",
Hanna Maciejewska,6,13A,"A,C,D,E,F",,,
Hanna Maciejewska,6,14A,,,"Mam długi, które spłacam.",
Hanna Maciejewska,6,15A,A,,Ocena pozytywna,
Hanna Maciejewska,6,15A,B,,Nie korzystałam/łem,
Hanna Maciejewska,6,15A,C,,Nie korzystałam/łem,
Hanna Maciejewska,6,15A,D,,Nie korzystałam/łem,
Hanna Maciejewska,6,15A,E,,Ocena pozytywna,
Hanna Maciejewska,6,15A,F,,Nie korzystałam/łem,
Hanna Maciejewska,6,15A,G,,Ocena pozytywna,
Hanna Maciejewska,6,15A,H,,Nie korzystałam/łem,
Hanna Maciejewska,6,15A,I,,Nie korzystałam/łem,
Hanna Maciejewska,6,15A,J,,Nie korzystałam/łem,
Hanna Maciejewska,6,15A,K,,Nie korzystałam/łem,
Hanna Maciejewska,6,15A,L,,,
Hanna Maciejewska,6,16A,,,nie wiem,
Hanna Maciejewska,6,17A,"A,B",,,
Hanna Maciejewska,6,18A,C,,,
Hanna Maciejewska,6,19A,F,,,
Hanna Maciejewska,6,20A,,,Nie,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Hanna Maciejewska,,,
