Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Hanna Maciejewska,18,1,B,,,
Hanna Maciejewska,18,2,A,,,
Hanna Maciejewska,18,3,A,,,
Hanna Maciejewska,18,4A,B,,,
Hanna Maciejewska,18,5A,D,,,
Hanna Maciejewska,18,6A,B,,,
Hanna Maciejewska,18,7A,G,,,
Hanna Maciejewska,18,8A,A,,,
Hanna Maciejewska,18,9A,M-A,,,
Hanna Maciejewska,18,10A,R,,,
Hanna Maciejewska,18,11A,"J,K",,,
Hanna Maciejewska,18,12A,,,"Brak możliwości rozwoju, poznawania świata",
Hanna Maciejewska,18,13A,D,,,
Hanna Maciejewska,18,14A,,,"Inflacja, wzrost kosztów życia",
Hanna Maciejewska,18,15A,A,,Nie korzystałam/łem,
Hanna Maciejewska,18,15A,B,,Nie korzystałam/łem,
Hanna Maciejewska,18,15A,C,,Nie korzystałam/łem,
Hanna Maciejewska,18,15A,D,,Nie korzystałam/łem,
Hanna Maciejewska,18,15A,E,,Ocena pozytywna,
Hanna Maciejewska,18,15A,F,,Ocena pozytywna,
Hanna Maciejewska,18,15A,G,,Ocena pozytywna,
Hanna Maciejewska,18,15A,H,,Nie korzystałam/łem,
Hanna Maciejewska,18,15A,I,,Nie korzystałam/łem,
Hanna Maciejewska,18,15A,J,,Ocena pozytywna,
Hanna Maciejewska,18,15A,K,,Nie korzystałam/łem,
Hanna Maciejewska,18,15A,L,,,
Hanna Maciejewska,18,16A,,,Stabilizacja gospodarcza,
Hanna Maciejewska,18,17A,"A,B",,,
Hanna Maciejewska,18,18A,C,,,
Hanna Maciejewska,18,19A,F,,,
Hanna Maciejewska,18,20A,,,"Większość społeczeństwa to osoby o niskim ilorazie inteligencji, wymagające sterowania zewnętrznego. Należałoby osoby notorycznie bezrobotne, korzystające z pomocy MOPS wysyłać na prace obowązkowe, celem odpracowania zasiłków",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Hanna Maciejewska,,,
