Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Hanna Maciejewska,10,1,B,,,
Hanna Maciejewska,10,2,A,,,
Hanna Maciejewska,10,3,A,,,
Hanna Maciejewska,10,4A,A,,,
,,5A,,,,
,,6A,,,,
,,7A,,,,
,,8A,,,,
,,9A,,,,
,,10A,,,,
,,11A,,,,
,,12A,,,,
,,13A,,,,
,,14A,,,,
,,15A,,,,
,,16A,,,,
,,17A,,,,
,,18A,,,,
,,19A,,,,
,,20A,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Hanna Maciejewska,,,
