Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Hanna Maciejewska,13,1,B,,,
Hanna Maciejewska,13,2,A,,,
Hanna Maciejewska,13,3,A,Wynajmuje pokój,,
Hanna Maciejewska,13,4A,B,,,
Hanna Maciejewska,13,5A,C,,,
Hanna Maciejewska,13,6A,A,,,
Hanna Maciejewska,13,7A,G,,,
Hanna Maciejewska,13,8A,A,,,
Hanna Maciejewska,13,9A,M-A,,,
Hanna Maciejewska,13,10A,P,,,
Hanna Maciejewska,13,11A,"C,E,F,G,I,J,K,L",,,
Hanna Maciejewska,13,12A,,,nie mogę sobie na nic pozwolić,
Hanna Maciejewska,13,13A,"A,D,E,F",,,
Hanna Maciejewska,13,14A,,,Bo mam dużo długów i alimenty,
Hanna Maciejewska,13,15A,A,,Ocena pozytywna,
Hanna Maciejewska,13,15A,B,,Nie korzystałam/łem,
Hanna Maciejewska,13,15A,C,,Nie korzystałam/łem,
Hanna Maciejewska,13,15A,D,,Nie korzystałam/łem,
Hanna Maciejewska,13,15A,E,,Ocena pozytywna,
Hanna Maciejewska,13,15A,F,,Ocena pozytywna,
Hanna Maciejewska,13,15A,G,,Ocena pozytywna,
Hanna Maciejewska,13,15A,H,,Nie korzystałam/łem,
Hanna Maciejewska,13,15A,I,,Nie korzystałam/łem,
Hanna Maciejewska,13,15A,J,,ocena negatywna,
Hanna Maciejewska,13,15A,K,,Nie korzystałam/łem,
Hanna Maciejewska,13,15A,L,,,
Hanna Maciejewska,13,16A,,,Spłata zadłużeń,
Hanna Maciejewska,13,17A,"A,B",,,
Hanna Maciejewska,13,18A,C,,,
Hanna Maciejewska,13,19A,F,,,
Hanna Maciejewska,13,20A,,,Potrzeba pomocy darmowych prawników ,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Hanna Maciejewska,,,
