Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Hanna Maciejewska,4,1,B,,,
Hanna Maciejewska,4,2,A,,,
Hanna Maciejewska,4,3,A,,,
Hanna Maciejewska,4,4A,B,,,
Hanna Maciejewska,4,5A,D,,,
Hanna Maciejewska,4,6A,B,,,
Hanna Maciejewska,4,7A,G,,,
Hanna Maciejewska,4,8A,A,,,
Hanna Maciejewska,4,9A,M-A,,,
Hanna Maciejewska,4,10A,R,,,
Hanna Maciejewska,4,11A,"C,E,I,J,K,L",,,
Hanna Maciejewska,4,12A,,,"Brak możliwości spotykania się z dziećmi, bo nie stać mnie na wyjazdy na spotkania do innego miasta",
Hanna Maciejewska,4,13A,"A,D,E,F",,,
Hanna Maciejewska,4,14A,,,"Nie jestem w stanie zarobić tyle, ile mi potrzeba.",
Hanna Maciejewska,4,15A,A,,Nie korzystałam/łem,
Hanna Maciejewska,4,15A,B,,Nie korzystałam/łem,
Hanna Maciejewska,4,15A,C,,Nie korzystałam/łem,
Hanna Maciejewska,4,15A,D,,Nie korzystałam/łem,
Hanna Maciejewska,4,15A,E,,Ocena pozytywna,
Hanna Maciejewska,4,15A,F,,Nie korzystałam/łem,
Hanna Maciejewska,4,15A,G,,Ocena pozytywna,
Hanna Maciejewska,4,15A,H,,Nie korzystałam/łem,
Hanna Maciejewska,4,15A,I,,Nie korzystałam/łem,
Hanna Maciejewska,4,15A,J,,Nie korzystałam/łem,
Hanna Maciejewska,4,15A,K,,Nie korzystałam/łem,
Hanna Maciejewska,4,15A,L,,,
Hanna Maciejewska,4,16A,,,Mieszkanie readaptacyjne,
Hanna Maciejewska,4,17A,"A,B",,,
Hanna Maciejewska,4,18A,C ,,,
Hanna Maciejewska,4,19A,F,,,
Hanna Maciejewska,4,20A,,,Mieszkania socjalne,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Hanna Maciejewska,,,
