Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Hanna Maciejewska,12,1,B,,,
Hanna Maciejewska,12,2,A,,,
Hanna Maciejewska,12,3,A,,,
Hanna Maciejewska,12,4A,B,,,
Hanna Maciejewska,12,5A,D,,,
Hanna Maciejewska,12,6A,A,,,
Hanna Maciejewska,12,7A,G,,,
Hanna Maciejewska,12,8A,A,,,
Hanna Maciejewska,12,9A,M-B,,,
Hanna Maciejewska,12,10A,C,,,
Hanna Maciejewska,12,11A,"B,E,,F,I,J,K,L",,,
Hanna Maciejewska,12,12A,,,Nie mam żadnych oszczędności,
Hanna Maciejewska,12,13A,A,,,
Hanna Maciejewska,12,14A,,,nie wiem,
Hanna Maciejewska,12,15A,A,,Ocena negatywna,
Hanna Maciejewska,12,15A,B,,Nie korzystałam/łem,
Hanna Maciejewska,12,15A,C,,Nie korzystałam/łem,
Hanna Maciejewska,12,15A,D,,Ocena negatywna,
Hanna Maciejewska,12,15A,E,,Ocena negatywna,
Hanna Maciejewska,12,15A,F,,Ocena pozytywna,
Hanna Maciejewska,12,15A,G,,Ocena pozytywna,
Hanna Maciejewska,12,15A,H,,Nie korzystałam/łem,
Hanna Maciejewska,12,15A,I,,Nie korzystałam/łem,
Hanna Maciejewska,12,15A,J,,Nie korzystałam/łem,
Hanna Maciejewska,12,15A,K,,Nie korzystałam/łem,
Hanna Maciejewska,12,15A,L,,,
Hanna Maciejewska,12,16A,,,Dobrze płatna praca i umorzenie długów,
Hanna Maciejewska,12,17A,"A,B,C,D,E",,,
Hanna Maciejewska,12,18A,C,,,
Hanna Maciejewska,12,19A,A,,,
Hanna Maciejewska,12,20A,,, nie,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Hanna Maciejewska,,,
