Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Hanna Maciejewska,20,1,B,,,
Hanna Maciejewska,20,2,A,,,
Hanna Maciejewska,20,3,A,,,
Hanna Maciejewska,20,4A,B,,,
Hanna Maciejewska,20,5A,B,Mam tylko rentę,,
Hanna Maciejewska,20,6A,D,,,
Hanna Maciejewska,20,7A,A,,,
Hanna Maciejewska,20,8A,D,,,
Hanna Maciejewska,20,9A,M-B,,,
Hanna Maciejewska,20,10A,M,,,
Hanna Maciejewska,20,11A,M,,,
Hanna Maciejewska,20,12A,,,"Muszę prosić o jedzenie, pomoc w wykupie leków, wegetuję",
Hanna Maciejewska,20,13A,"D,E,F",,,
Hanna Maciejewska,20,14A,,,Bo są pomocą na chwilę,
Hanna Maciejewska,20,15A,A,,Ocena pozytywna,
Hanna Maciejewska,20,15A,B,,Nie korzystałam/łem,
Hanna Maciejewska,20,15A,C,,Nie korzystałam/łem,
Hanna Maciejewska,20,15A,D,,Ocena pozytywna,
Hanna Maciejewska,20,15A,E,,Ocena pozytywna,
Hanna Maciejewska,20,15A,F,,Nie korzystałam/łem,
Hanna Maciejewska,20,15A,G,,Ocena pozytywna,
Hanna Maciejewska,20,15A,H,,Nie korzystałam/łem,
Hanna Maciejewska,20,15A,I,,Nie korzystałam/łem,
Hanna Maciejewska,20,15A,J,,Ocena pozytywna,
Hanna Maciejewska,20,15A,K,,Ocena pozytywna,
Hanna Maciejewska,20,15A,L,,,
Hanna Maciejewska,20,16A,,,"Wyższa renta i poprawa zdrowia, żeby móc dorobić",
Hanna Maciejewska,20,17A,"A,B",,,
Hanna Maciejewska,20,18A,C,,,
Hanna Maciejewska,20,19A,A,,,
Hanna Maciejewska,20,20A,,,Nie mam pojęcia,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Hanna Maciejewska,,,
