Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Hanna Maciejewska,14,1,B,,,
Hanna Maciejewska,14,2,A,,,
Hanna Maciejewska,14,3,A,Wynajmuje pokój,,
Hanna Maciejewska,14,4A,B,,,
Hanna Maciejewska,14,5A,D,,,
Hanna Maciejewska,14,6A,B,,,
Hanna Maciejewska,14,7A,G,,,
Hanna Maciejewska,14,8A,A,,,
Hanna Maciejewska,14,9A,M-A,,,
Hanna Maciejewska,14,10A,R,,,
Hanna Maciejewska,14,11A,"C,E,I,J,K,L",,,
Hanna Maciejewska,14,12A,,,"Ciągle czekam, że będzie lepiej i nic się nie zmienia. Mam chyba depresję, nie mam siły się już starać o trzeźwość",
Hanna Maciejewska,14,13A,"A,D,E,F",,,
Hanna Maciejewska,14,14A,,,Mam długi,
Hanna Maciejewska,14,15A,A,,Ocena pozytywna,
Hanna Maciejewska,14,15A,B,,Nie korzystałam/łem,
Hanna Maciejewska,14,15A,C,,Nie korzystałam/łem,
Hanna Maciejewska,14,15A,D,,Nie korzystałam/łem,
Hanna Maciejewska,14,15A,E,,Ocena pozytywna,
Hanna Maciejewska,14,15A,F,,Nie korzystałam/łem,
Hanna Maciejewska,14,15A,G,,Ocena pozytywna,
Hanna Maciejewska,14,15A,H,,Nie korzystałam/łem,
Hanna Maciejewska,14,15A,I,,Nie korzystałam/łem,
Hanna Maciejewska,14,15A,J,,Nie korzystałam/łem,
Hanna Maciejewska,14,15A,K,,Nie korzystałam/łem,
Hanna Maciejewska,14,15A,L,,,
Hanna Maciejewska,14,16A,,,Nie wiem,
Hanna Maciejewska,14,17A,"A,B",,,
Hanna Maciejewska,14,18A,C,,,
Hanna Maciejewska,14,19A,F,,,
Hanna Maciejewska,14,20A,,,nie,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Hanna Maciejewska,,,
