Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Łucja Andrzejewska,12,1,A,,,
Łucja Andrzejewska,12,2,A,,,
Łucja Andrzejewska,12,3,A,,,
Łucja Andrzejewska,12,4A,B,,,
Łucja Andrzejewska,12,5A,B,,,
Łucja Andrzejewska,12,6A,A,,,
Łucja Andrzejewska,12,7A,H,,"UTRATA PRACY, KREDYT",
Łucja Andrzejewska,12,8A,A,,,
Łucja Andrzejewska,12,9A,A,,,
Łucja Andrzejewska,12,10A,F,,,
Łucja Andrzejewska,12,11A,C,,,
Łucja Andrzejewska,12,11A,D,,,
Łucja Andrzejewska,12,11A,E,,,
Łucja Andrzejewska,12,11A,F,,,
Łucja Andrzejewska,12,11A,I,,,
Łucja Andrzejewska,12,11A,J,,,
Łucja Andrzejewska,12,11A,K,,,
Łucja Andrzejewska,12,12A,,,BRAK DOSTĘPU DO PRYWATNEJ SŁUŻBY ZDROWIA,
Łucja Andrzejewska,12,13A,A,,,
Łucja Andrzejewska,12,13A,C,,,
Łucja Andrzejewska,12,13A,D,,,
Łucja Andrzejewska,12,14A,,,BO CHORUJĘ,
Łucja Andrzejewska,12,15A,A,,OCENA POZYTYWNA,
Łucja Andrzejewska,12,15A,B,,TRUDNO POWIEDZIEĆ,
Łucja Andrzejewska,12,15A,C,,OCENA POZYTYWNA,
Łucja Andrzejewska,12,15A,D,,nie korzystałam/łem,
Łucja Andrzejewska,12,15A,E,,nie korzystałam/łem,
Łucja Andrzejewska,12,15A,F,,OCENA POZYTYWNA,
Łucja Andrzejewska,12,15A,G,,OCENA POZYTYWNA,
Łucja Andrzejewska,12,15A,H,,nie korzystałam/łem,
Łucja Andrzejewska,12,15A,I,,nie korzystałam/łem,
Łucja Andrzejewska,12,15A,J,,nie korzystałam/łem,
Łucja Andrzejewska,12,15A,K,,nie korzystałam/łem,
Łucja Andrzejewska,12,15A,L,,nie korzystałam/łem,
Łucja Andrzejewska,12,16A,,,POWRÓT DO ZDROWIA,
Łucja Andrzejewska,12,17A,G,,NIE ZNAM,
Łucja Andrzejewska,12,18A,A,,,
Łucja Andrzejewska,12,19A,A,,,
Łucja Andrzejewska,12,20A,,,NIE,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Łucja Andrzejewska,,,
