Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Łucja Andrzejewska,13,1,A,,,
Łucja Andrzejewska,13,2,A,,,
Łucja Andrzejewska,13,3,B,,,
Łucja Andrzejewska,13,4B,B,,,
Łucja Andrzejewska,13,5B,c,,,
Łucja Andrzejewska,13,6B,A,2,,
Łucja Andrzejewska,13,7B,A,,,
Łucja Andrzejewska,13,8B,B,,,
Łucja Andrzejewska,13,9B,H,WDOWIEŃSTWO,,
Łucja Andrzejewska,13,10B,D,,,
Łucja Andrzejewska,13,11B,B,,,
Łucja Andrzejewska,13,12B,E,,,
Łucja Andrzejewska,13,13B,A,,,
Łucja Andrzejewska,13,13B,C,,,
Łucja Andrzejewska,13,13B,E,,,
Łucja Andrzejewska,13,13B,J,,,
Łucja Andrzejewska,13,14B,,,"BRAK ŻYCIA SPOŁECZNO-KULTURALNEGO, BRAK WAKACJI",
Łucja Andrzejewska,13,15B,A,,,
Łucja Andrzejewska,13,15B,E,,,
Łucja Andrzejewska,13,15B,F,,,
Łucja Andrzejewska,13,16B,,,BO SĄ OD CZASU DO CZASU,
Łucja Andrzejewska,13,17B,A,,OCENA POZYTYWNA,
Łucja Andrzejewska,13,17B,B,,OCENA POZYTYWNA,
Łucja Andrzejewska,13,17B,C,,nie korzystałam/łem,
Łucja Andrzejewska,13,17B,D,,OCENA POZYTYWNA,
Łucja Andrzejewska,13,17B,E,,nie korzystałam/łem,
Łucja Andrzejewska,13,17B,F,,OCENA NEGATYWNA,
Łucja Andrzejewska,13,17B,G,,OCENA POZYTYWNA,
Łucja Andrzejewska,13,17B,H,,nie korzystałam/łem,
Łucja Andrzejewska,13,17B,I,,nie korzystałam/łem,
Łucja Andrzejewska,13,17B,J,,nie korzystałam/łem,
Łucja Andrzejewska,13,17B,K,,nie korzystałam/łem,
Łucja Andrzejewska,13,17B,L,,nie korzystałam/łem,
Łucja Andrzejewska,13,18B,,,WIĘCEJ KASY,
Łucja Andrzejewska,13,19B,G,,"MOŻE KORZYSTAJĄ, ALE NIE WIEM NA PEWNO",
Łucja Andrzejewska,13,19A,A,,,
Łucja Andrzejewska,13,20B,C,,,
Łucja Andrzejewska,13,21B,,,NIE,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Łucja Andrzejewska,,,
