Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Łucja Andrzejewska,08,1,A,,,
Łucja Andrzejewska,08,2,A,,,
Łucja Andrzejewska,08,3,A,,,
Łucja Andrzejewska,08,4A,B,,,
Łucja Andrzejewska,08,5A,B,,,
Łucja Andrzejewska,08,6A,B,,,
Łucja Andrzejewska,08,7A,D,,,
Łucja Andrzejewska,08,8A,C,,,
Łucja Andrzejewska,08,9A,C,,,
Łucja Andrzejewska,08,10A,E,,,
Łucja Andrzejewska,08,11A,A,,,
Łucja Andrzejewska,08,11A,C,,,
Łucja Andrzejewska,08,11A,E,,,
Łucja Andrzejewska,08,11A,J,,,
Łucja Andrzejewska,08,11A,N,,KOSMETYKI,
Łucja Andrzejewska,08,12A,,,BRAK PIENIĘDZY,
Łucja Andrzejewska,08,13A,E,,,
Łucja Andrzejewska,08,13A,F,,,
Łucja Andrzejewska,08,14A,,,"BO POMOC JEST JEDNORAZOWA, EMERYTYRA ZA MAŁA",
Łucja Andrzejewska,08,15A,A,,trudno powiedzieć,
Łucja Andrzejewska,08,15A,B,,trudno powiedzieć,
Łucja Andrzejewska,08,15A,C,,nie korzystałam/łem,
Łucja Andrzejewska,08,15A,D,,nie korzystałam/łem,
Łucja Andrzejewska,08,15A,E,,nie korzystałam/łem,
Łucja Andrzejewska,08,15A,F,,nie korzystałam/łem,
Łucja Andrzejewska,08,15A,G,,trudno powiedzieć,
Łucja Andrzejewska,08,15A,H,,nie korzystałam/łem,
Łucja Andrzejewska,08,15A,I,,nie korzystałam/łem,
Łucja Andrzejewska,08,15A,J,,nie korzystałam/łem,
Łucja Andrzejewska,08,15A,K,,nie korzystałam/łem,
Łucja Andrzejewska,08,15A,L,,nie korzystałam/łem,
Łucja Andrzejewska,08,16A,,,"praca, większa emerytura",
Łucja Andrzejewska,08,17A,A,,,
Łucja Andrzejewska,08,18A,C,,,
Łucja Andrzejewska,08,19A,A,,,
Łucja Andrzejewska,08,19A,B,,,
Łucja Andrzejewska,08,20A,,,NIC,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Łucja Andrzejewska,,,
