Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Łucja Andrzejewska,04,1,A,,,
Łucja Andrzejewska,04,2,A,,,
Łucja Andrzejewska,04,3,A,,,
Łucja Andrzejewska,04,4A,B,,,
Łucja Andrzejewska,04,5A,C,,,
Łucja Andrzejewska,04,6A,B,,,
Łucja Andrzejewska,04,7A,D,,,
Łucja Andrzejewska,04,8A,C,,,
Łucja Andrzejewska,04,9A,C,,,
Łucja Andrzejewska,04,10A,C,,,
Łucja Andrzejewska,04,11A,C,,,
Łucja Andrzejewska,04,11A,E,,,
Łucja Andrzejewska,04,11A,J,,,
Łucja Andrzejewska,04,11A,K,,,
Łucja Andrzejewska,04,12A,,,"Brak możliwości wyjazdu, rozwoju osobistego, udziału w zyciu kulturalnym. Odkąd jestem na emeryturze właściwie nie uczestniczę w życiu społecznym.",
Łucja Andrzejewska,04,13A,A,,,
Łucja Andrzejewska,04,14A,,,"Bo okazało się, że w moim wieku trudno jest znaleźć pracę. Poza tym jestem już zmęczona. Uważam, że zasłużylam na odpoczynek podczas emerytury.",
Łucja Andrzejewska,04,15A,A,,nie korzystałam/łem,
Łucja Andrzejewska,04,15A,B,,ocnea pozytywna,
Łucja Andrzejewska,04,15A,C,,nie korzystałam/łem,
Łucja Andrzejewska,04,15A,D,,nie korzystałam/łem,
Łucja Andrzejewska,04,15A,E,,nie korzystałam/łem,
Łucja Andrzejewska,04,15A,F,,nie korzystałam/łem,
Łucja Andrzejewska,04,15A,G,,ocnea pozytywna,
Łucja Andrzejewska,04,15A,H,,nie korzystałam/łem,
Łucja Andrzejewska,04,15A,I,,ocena negatywna,
Łucja Andrzejewska,04,15A,J,,ocnea pozytywna,
Łucja Andrzejewska,04,15A,K,,nie korzystałam/łem,
Łucja Andrzejewska,04,15A,L,,nie korzystałam/łem,
Łucja Andrzejewska,04,16A,,,"większy dochód, mniejsze opłaty",
Łucja Andrzejewska,04,17A,G,,nie wiem,
Łucja Andrzejewska,04,18A,C,,,
Łucja Andrzejewska,04,19A,A,,,
Łucja Andrzejewska,04,19A,G,,"Od polityki państwa. Mogę mieć nawet 10 prac, ale proporcja między przychodem a kosztem jest beznadziejna.",
Łucja Andrzejewska,04,20A,,,nie,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Łucja Andrzejewska,,,
