Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Łucja Andrzejewska,19,1,A,,,
Łucja Andrzejewska,19,2,A,,,
Łucja Andrzejewska,19,3,A,,,
Łucja Andrzejewska,19,4A,B,,,
Łucja Andrzejewska,19,5A,C,,,
Łucja Andrzejewska,19,6A,B,,,
Łucja Andrzejewska,19,7A,A,"Ciężka choroba, 2 operacje, na skutek czego straciłam pracę i nie mogłam podjąć kolejnej.",,
Łucja Andrzejewska,19,8A,G,Utrzymuje mnie rodzina.,,
Łucja Andrzejewska,19,9A,A,,,
Łucja Andrzejewska,19,10A,G,,,
Łucja Andrzejewska,19,11A,C,,,
Łucja Andrzejewska,19,11A,D,,,
Łucja Andrzejewska,19,11A,E,,,
Łucja Andrzejewska,19,11A,F,,,
Łucja Andrzejewska,19,11A,I,,,
Łucja Andrzejewska,19,11A,J,,,
Łucja Andrzejewska,19,11A,N,"Właściwie na wszystko mi brakuje. Rodzina opłaca mieszkanie, leki i jedzenie.",,
Łucja Andrzejewska,19,12A,,,"Brak samodzielności i niezależności. Jest uzależniona od rodziny, żyję na ich łasce. I nawet nie wiadomo kiedy to się zmieni.",
Łucja Andrzejewska,19,13A,D,,,
Łucja Andrzejewska,19,13A,G,,,
Łucja Andrzejewska,19,14A,,,Bo choroba jest złożona i złośliwa.,
Łucja Andrzejewska,19,15A,A,,ocena negatywna,
Łucja Andrzejewska,19,15A,B,,nie korzystałam/łem,
Łucja Andrzejewska,19,15A,C,,nie korzystałam/łem,
Łucja Andrzejewska,19,15A,D,,nie korzystałam/łem,
Łucja Andrzejewska,19,15A,E,,nie korzystałam/łem,
Łucja Andrzejewska,19,15A,F,,ocena negatywna,
Łucja Andrzejewska,19,15A,G,,nie korzystałam/łem,
Łucja Andrzejewska,19,15A,H,,nie korzystałam/łem,
Łucja Andrzejewska,19,15A,I,,nie korzystałam/łem,
Łucja Andrzejewska,19,15A,J,,ocena pozytywna,
Łucja Andrzejewska,19,15A,K,,nie korzystałam/łem,
Łucja Andrzejewska,19,15A,L,,nie korzystałam/łem,
Łucja Andrzejewska,19,16A,,,Powrót do zdrowia i pracy.,
Łucja Andrzejewska,19,17A,C,,,
Łucja Andrzejewska,19,17A,D,,,
Łucja Andrzejewska,19,18A,C,,,
Łucja Andrzejewska,19,19A,A,,,
Łucja Andrzejewska,19,20A,,,Dbajcie o zdrowie póki jest.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Łucja Andrzejewska,,,
