Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Łucja Andrzejewska,05,1,B,,,
Łucja Andrzejewska,05,2,A,,,
Łucja Andrzejewska,05,3,A,,,
Łucja Andrzejewska,05,4A,B,,,
Łucja Andrzejewska,05,5A,C,,,
Łucja Andrzejewska,05,6A,B,,,
Łucja Andrzejewska,05,7A,H,,pandemia,
Łucja Andrzejewska,05,8A,A,,,
Łucja Andrzejewska,05,9A,A,,,
Łucja Andrzejewska,05,10A,C,,,
Łucja Andrzejewska,05,11A,C,,,
Łucja Andrzejewska,05,11A,D,,,
Łucja Andrzejewska,05,11A,E,,,
Łucja Andrzejewska,05,11A,F,,,
Łucja Andrzejewska,05,11A,I,,,
Łucja Andrzejewska,05,11A,J,,,
Łucja Andrzejewska,05,11A,K,,,
Łucja Andrzejewska,05,12A,,,"Brak godnego życia. Pracuję, a stać mnie na wegetację.",
Łucja Andrzejewska,05,13A,A,,,
Łucja Andrzejewska,05,13A,C,,,
Łucja Andrzejewska,05,14A,,,"Bo polscy pracodawcy oszukuja, chcą zatrudniać na czarno, spóźniają się z wypłatami, malo płacą, poza tym koszty rosną tak szybko, ze każda dodatkowa gotówka zostaje wchłonięta.",
Łucja Andrzejewska,05,15A,A,,nie korzystałam/łem,
Łucja Andrzejewska,05,15A,B,,nie korzystałam/łem,
Łucja Andrzejewska,05,15A,C,,nie korzystałam/łem,
Łucja Andrzejewska,05,15A,D,,nie korzystałam/łem,
Łucja Andrzejewska,05,15A,E,,nie korzystałam/łem,
Łucja Andrzejewska,05,15A,F,,nie korzystałam/łem,
Łucja Andrzejewska,05,15A,G,,nie korzystałam/łem,
Łucja Andrzejewska,05,15A,H,,nie korzystałam/łem,
Łucja Andrzejewska,05,15A,I,,nie korzystałam/łem,
Łucja Andrzejewska,05,15A,J,,nie korzystałam/łem,
Łucja Andrzejewska,05,15A,K,,nie korzystałam/łem,
Łucja Andrzejewska,05,15A,L,,nie korzystałam/łem,
Łucja Andrzejewska,05,16A,,,"Chciałbym zarabiac adekwatnie do mojej pracy. Czasem mam wrażenie, że inni choć nie pracują maja lepsza sytuację ekonomiczną. Czuję się oszukany.",
Łucja Andrzejewska,05,17A,A,,,
Łucja Andrzejewska,05,17A,C,,,
Łucja Andrzejewska,05,17A,D,,,
Łucja Andrzejewska,05,18A,C,,,
Łucja Andrzejewska,05,19A,A,,,
Łucja Andrzejewska,05,20A,,,Że zostali wydymani przez Państwo!,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Łucja Andrzejewska,,,
