Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Łucja Andrzejewska,14,1,A,,,
Łucja Andrzejewska,14,2,A,,,
Łucja Andrzejewska,14,3,A,,,
Łucja Andrzejewska,14,4A,B,,,
Łucja Andrzejewska,14,5A,C,,,
Łucja Andrzejewska,14,6A,B,,,
Łucja Andrzejewska,14,7A,D,,,
Łucja Andrzejewska,14,8A,C,,,
Łucja Andrzejewska,14,9A,D,,,
Łucja Andrzejewska,14,10A,C,,,
Łucja Andrzejewska,14,11A,F,,,
Łucja Andrzejewska,14,11A,J,,,
Łucja Andrzejewska,14,12A,,,"BRAK PROFESJONALNEJ OPIEKI, SAMOTNOŚĆ",
Łucja Andrzejewska,14,13A,J,,"MAM 86 LAT, KIEDYŚ DORABIAŁAM, ALE TERAM JESTEM JUŻ ZA STARA I ZA CHORA",
Łucja Andrzejewska,14,14A,,,"BO JUŻ NIE MOGĘ PRACOWAĆ, POTRZEBUJĘCORAZ WIĘCEJ LEKÓW, OPIEKI, A EMERYTURA NIE WYSTARCZA",
Łucja Andrzejewska,14,15A,A,,nie korzystałam/łem,
Łucja Andrzejewska,14,15A,B,,nie korzystałam/łem,
Łucja Andrzejewska,14,15A,C,,nie korzystałam/łem,
Łucja Andrzejewska,14,15A,D,,nie korzystałam/łem,
Łucja Andrzejewska,14,15A,E,,nie korzystałam/łem,
Łucja Andrzejewska,14,15A,F,,nie korzystałam/łem,
Łucja Andrzejewska,14,15A,G,,nie korzystałam/łem,
Łucja Andrzejewska,14,15A,H,,nie korzystałam/łem,
Łucja Andrzejewska,14,15A,I,,nie korzystałam/łem,
Łucja Andrzejewska,14,15A,J,,nie korzystałam/łem,
Łucja Andrzejewska,14,15A,K,,nie korzystałam/łem,
Łucja Andrzejewska,14,15A,L,,nie korzystałam/łem,
Łucja Andrzejewska,14,16A,,,"WYŻSZA EMERYTURA, LEPSZA OPIEKA ZDROWOTNA",
Łucja Andrzejewska,14,17A,A,,,
Łucja Andrzejewska,14,17A,B,,,
Łucja Andrzejewska,14,17A,C,,,
Łucja Andrzejewska,14,17A,D,,,
Łucja Andrzejewska,14,18A,C,,,
Łucja Andrzejewska,14,19A,A,,,
Łucja Andrzejewska,14,20A,,,NIE,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Łucja Andrzejewska,,,
